2020-09-03 10:52:04

Population = 0:
Empty DataFrame
Columns: [Scrape_Date, Facility_Identifier, Population, Change]
Index: []


Drastic Change:
Scrape_Date      Facility_Identifier  Population      Change
 2020-03-02               VA_Roanoke         178   -0.118812
 2020-03-01               MS_Hancock         201   -0.102679
 2020-02-29               MS_Hancock         224    0.142857
 2020-02-28                AL_Marion         131   -0.143791
 2020-02-28                 KY_Grant         209    0.167598
 2020-02-28                 NC_Burke         139    0.112000
 2020-02-27                 KS_Chase         110   -0.147287
 2020-02-27                KS_Sumner         121    0.100000
 2020-02-27                 TX_Ellis         348   -0.105398
 2020-02-26                  OH_Wood         155    0.192308
 2020-02-26                TN_Sevier         416   -0.111111
 2020-02-25               GA_Jackson         143   -0.122699
 2020-02-24               VA_Roanoke         179   -0.109453
 2020-02-22                KY_Leslie         211   -0.229927
 2020-02-22               LA_Jackson         167    0.128378
 2020-02-20               GA_Lumpkin         153    0.133333
 2020-02-20             LA_Iberville         120    0.132075
 2020-02-20              ND_Williams         103    0.107527
 2020-02-20               OR_Yamhill         147   -0.109091
 2020-02-19            IN_Montgomery         201   -0.102679
 2020-02-19                 KS_Chase         129    0.121739
 2020-02-18                GA_Monroe         136    0.105691
 2020-02-18            IN_Montgomery         224    0.108911
 2020-02-16               IL_Kendall         163    0.116438
 2020-02-16            LA_Beauregard         146   -0.109756
 2020-02-14              AL_St_Clair         191   -0.107477
 2020-02-14            MN_Blue_Earth         104    0.118280
 2020-02-14                OH_Morrow         126    0.135135
 2020-02-13               FL_Liberty         221   -0.196364
 2020-02-13              MT_Flathead         109    0.101010
 2020-02-13                TN_Sevier         546    0.105263
 2020-02-12               FL_Liberty         275    0.216814
 2020-02-12                 KS_Chase         116   -0.134328
 2020-02-12               LA_Jackson         157    0.105634
 2020-02-12                   NM_Lea         196   -0.121076
 2020-02-11                   NM_Lea         223    0.120603
 2020-02-11               OR_Klamath         126   -0.112676
 2020-02-08               FL_Liberty         264   -0.200000
 2020-02-07               FL_Liberty         330   -0.269912
 2020-02-07                IN_Starke         140    0.111111
 2020-02-07              OH_Pickaway         126    0.105263
 2020-02-06               FL_Liberty         452    1.082949
 2020-02-06              GA_Brantley         131    0.159292
 2020-02-06                 KS_Chase         140    0.147541
 2020-02-06                TN_Sevier         442   -0.150000
 2020-02-04               GA_Decatur         110   -0.112903
 2020-02-03               VA_Roanoke         171   -0.113990
 2020-02-01              MN_Beltrami         107   -0.108333
 2020-02-01                OK_Rogers         264   -0.114094
 2020-02-01                UT_Tooele         234    0.125000
 2020-01-31                 KS_Chase         117    0.125000
 2020-01-31                  KY_Bell         131   -0.114865
 2020-01-30               GA_Jackson         154    0.100000
 2020-01-29              AR_Poinsett         102    0.146067
 2020-01-28                KS_Sumner         120    0.153846
 2020-01-28              MN_Beltrami         109   -0.141732
 2020-01-25                KS_Sumner         112    0.108911
 2020-01-25    OR_Marion_Work_Center         103    0.197674
 2020-01-25                  OR_Polk         110    0.111111
 2020-01-24                  AR_Pope         169   -0.101064
 2020-01-22              AR_Crawford         213   -0.119835
 2020-01-22             MN_Crow_Wing         164    0.108108
 2020-01-15              AL_Franklin         141    0.175000
 2020-01-15                OH_Morrow         123    0.108108
 2020-01-13                OH_Morrow         113   -0.130769
 2020-01-12              MN_Beltrami         119    0.122642
 2020-01-11                AL_DeKalb         172    0.109677
 2020-01-11               GA_Fayette         230    0.105769
 2020-01-11    OR_Marion_Work_Center         104    0.118280
 2020-01-11         SC_Anderson_City         106   -0.109244
 2020-01-08                 KS_Chase         110   -0.112903
 2020-01-08         SC_Anderson_City         110    0.182796
 2020-01-02              MD_St_Marys         224   -0.230241
