County,Population,Scrape_Date,State,Facility_Identifier
McLeod,30,2020-01-31,MN,MN_McLeod
McLeod,34,2020-02-01,MN,MN_McLeod
McLeod,31,2020-02-02,MN,MN_McLeod
McLeod,34,2020-02-03,MN,MN_McLeod
McLeod,33,2020-02-04,MN,MN_McLeod
McLeod,29,2020-02-05,MN,MN_McLeod
McLeod,27,2020-02-06,MN,MN_McLeod
McLeod,29,2020-02-07,MN,MN_McLeod
McLeod,28,2020-02-08,MN,MN_McLeod
McLeod,29,2020-02-09,MN,MN_McLeod
McLeod,29,2020-02-10,MN,MN_McLeod
McLeod,30,2020-02-11,MN,MN_McLeod
McLeod,26,2020-02-12,MN,MN_McLeod
McLeod,26,2020-02-13,MN,MN_McLeod
McLeod,25,2020-02-14,MN,MN_McLeod
McLeod,27,2020-02-15,MN,MN_McLeod
McLeod,27,2020-02-16,MN,MN_McLeod
McLeod,26,2020-02-17,MN,MN_McLeod
McLeod,27,2020-02-18,MN,MN_McLeod
McLeod,25,2020-02-19,MN,MN_McLeod
McLeod,24,2020-02-20,MN,MN_McLeod
McLeod,27,2020-02-21,MN,MN_McLeod
McLeod,30,2020-02-22,MN,MN_McLeod
McLeod,32,2020-02-23,MN,MN_McLeod
McLeod,36,2020-02-24,MN,MN_McLeod
McLeod,30,2020-02-25,MN,MN_McLeod
McLeod,32,2020-02-26,MN,MN_McLeod
McLeod,33,2020-02-27,MN,MN_McLeod
McLeod,26,2020-02-28,MN,MN_McLeod
McLeod,29,2020-02-29,MN,MN_McLeod
McLeod,29,2020-03-01,MN,MN_McLeod
McLeod,31,2020-03-02,MN,MN_McLeod
McLeod,30,2020-03-03,MN,MN_McLeod
McLeod,27,2020-03-04,MN,MN_McLeod
McLeod,29,2020-03-05,MN,MN_McLeod
McLeod,30,2020-03-06,MN,MN_McLeod
McLeod,28,2020-03-07,MN,MN_McLeod
McLeod,31,2020-03-08,MN,MN_McLeod
McLeod,34,2020-03-09,MN,MN_McLeod
McLeod,36,2020-03-10,MN,MN_McLeod
McLeod,33,2020-03-11,MN,MN_McLeod
McLeod,36,2020-03-12,MN,MN_McLeod
McLeod,32,2020-03-13,MN,MN_McLeod
McLeod,25,2020-03-14,MN,MN_McLeod
Mille_Lacs,57,2020-01-01,MN,MN_Mille_Lacs
Mille_Lacs,58,2020-01-02,MN,MN_Mille_Lacs
Mille_Lacs,54,2020-01-03,MN,MN_Mille_Lacs
Mille_Lacs,54,2020-01-04,MN,MN_Mille_Lacs
Mille_Lacs,60,2020-01-07,MN,MN_Mille_Lacs
Mille_Lacs,64,2020-01-08,MN,MN_Mille_Lacs
Mille_Lacs,60,2020-01-09,MN,MN_Mille_Lacs
Mille_Lacs,62,2020-01-10,MN,MN_Mille_Lacs
Mille_Lacs,63,2020-01-11,MN,MN_Mille_Lacs
Mille_Lacs,67,2020-01-12,MN,MN_Mille_Lacs
Mille_Lacs,71,2020-01-13,MN,MN_Mille_Lacs
Mille_Lacs,70,2020-01-14,MN,MN_Mille_Lacs
Mille_Lacs,71,2020-01-15,MN,MN_Mille_Lacs
Mille_Lacs,68,2020-01-16,MN,MN_Mille_Lacs
Mille_Lacs,64,2020-01-17,MN,MN_Mille_Lacs
Mille_Lacs,68,2020-01-18,MN,MN_Mille_Lacs
Mille_Lacs,72,2020-01-19,MN,MN_Mille_Lacs
Mille_Lacs,73,2020-01-20,MN,MN_Mille_Lacs
Mille_Lacs,81,2020-01-21,MN,MN_Mille_Lacs
Mille_Lacs,71,2020-01-22,MN,MN_Mille_Lacs
Mille_Lacs,70,2020-01-23,MN,MN_Mille_Lacs
Mille_Lacs,66,2020-01-24,MN,MN_Mille_Lacs
Mille_Lacs,68,2020-01-25,MN,MN_Mille_Lacs
Mille_Lacs,70,2020-01-26,MN,MN_Mille_Lacs
Mille_Lacs,69,2020-01-27,MN,MN_Mille_Lacs
Mille_Lacs,68,2020-01-28,MN,MN_Mille_Lacs
Mille_Lacs,71,2020-01-29,MN,MN_Mille_Lacs
Mille_Lacs,71,2020-01-30,MN,MN_Mille_Lacs
Mille_Lacs,75,2020-01-31,MN,MN_Mille_Lacs
Mille_Lacs,72,2020-02-01,MN,MN_Mille_Lacs
Mille_Lacs,75,2020-02-02,MN,MN_Mille_Lacs
Mille_Lacs,78,2020-02-03,MN,MN_Mille_Lacs
Mille_Lacs,72,2020-02-04,MN,MN_Mille_Lacs
Mille_Lacs,72,2020-02-05,MN,MN_Mille_Lacs
Mille_Lacs,72,2020-02-06,MN,MN_Mille_Lacs
Mille_Lacs,69,2020-02-07,MN,MN_Mille_Lacs
Mille_Lacs,80,2020-02-08,MN,MN_Mille_Lacs
Mille_Lacs,85,2020-02-09,MN,MN_Mille_Lacs
Mille_Lacs,88,2020-02-10,MN,MN_Mille_Lacs
Mille_Lacs,77,2020-02-11,MN,MN_Mille_Lacs
Mille_Lacs,82,2020-02-12,MN,MN_Mille_Lacs
Mille_Lacs,74,2020-02-13,MN,MN_Mille_Lacs
Mille_Lacs,70,2020-02-14,MN,MN_Mille_Lacs
Mille_Lacs,77,2020-02-15,MN,MN_Mille_Lacs
Mille_Lacs,84,2020-02-16,MN,MN_Mille_Lacs
Mille_Lacs,79,2020-02-17,MN,MN_Mille_Lacs
Mille_Lacs,78,2020-02-18,MN,MN_Mille_Lacs
Mille_Lacs,72,2020-02-19,MN,MN_Mille_Lacs
Mille_Lacs,72,2020-02-20,MN,MN_Mille_Lacs
Mille_Lacs,69,2020-02-21,MN,MN_Mille_Lacs
Mille_Lacs,69,2020-02-22,MN,MN_Mille_Lacs
Mille_Lacs,73,2020-02-23,MN,MN_Mille_Lacs
Mille_Lacs,74,2020-02-24,MN,MN_Mille_Lacs
Mille_Lacs,73,2020-02-25,MN,MN_Mille_Lacs
Mille_Lacs,73,2020-02-26,MN,MN_Mille_Lacs
Mille_Lacs,72,2020-02-27,MN,MN_Mille_Lacs
Mille_Lacs,71,2020-02-28,MN,MN_Mille_Lacs
Mille_Lacs,75,2020-02-29,MN,MN_Mille_Lacs
Mille_Lacs,79,2020-03-01,MN,MN_Mille_Lacs
Mille_Lacs,82,2020-03-02,MN,MN_Mille_Lacs
Mille_Lacs,79,2020-03-03,MN,MN_Mille_Lacs
Mille_Lacs,79,2020-03-04,MN,MN_Mille_Lacs
Mille_Lacs,82,2020-03-05,MN,MN_Mille_Lacs
Mille_Lacs,79,2020-03-06,MN,MN_Mille_Lacs
Mille_Lacs,80,2020-03-07,MN,MN_Mille_Lacs
Mille_Lacs,84,2020-03-08,MN,MN_Mille_Lacs
Mille_Lacs,87,2020-03-09,MN,MN_Mille_Lacs
Mille_Lacs,79,2020-03-10,MN,MN_Mille_Lacs
Mille_Lacs,81,2020-03-11,MN,MN_Mille_Lacs
Mille_Lacs,80,2020-03-12,MN,MN_Mille_Lacs
Mille_Lacs,80,2020-03-13,MN,MN_Mille_Lacs
Mille_Lacs,80,2020-03-14,MN,MN_Mille_Lacs
Mille_Lacs,81,2020-03-15,MN,MN_Mille_Lacs
Morrison,43,2020-01-01,MN,MN_Morrison
Morrison,43,2020-01-02,MN,MN_Morrison
Morrison,44,2020-01-03,MN,MN_Morrison
Morrison,46,2020-01-04,MN,MN_Morrison
Morrison,45,2020-01-05,MN,MN_Morrison
Morrison,44,2020-01-06,MN,MN_Morrison
Morrison,42,2020-01-07,MN,MN_Morrison
Morrison,45,2020-01-08,MN,MN_Morrison
Morrison,44,2020-01-09,MN,MN_Morrison
Morrison,46,2020-01-10,MN,MN_Morrison
Morrison,43,2020-01-11,MN,MN_Morrison
Morrison,42,2020-01-12,MN,MN_Morrison
Morrison,41,2020-01-13,MN,MN_Morrison
Morrison,44,2020-01-14,MN,MN_Morrison
Morrison,42,2020-01-15,MN,MN_Morrison
Morrison,37,2020-01-16,MN,MN_Morrison
Morrison,39,2020-01-17,MN,MN_Morrison
Morrison,37,2020-01-18,MN,MN_Morrison
Morrison,38,2020-01-19,MN,MN_Morrison
Morrison,40,2020-01-20,MN,MN_Morrison
Morrison,39,2020-01-21,MN,MN_Morrison
Morrison,39,2020-01-22,MN,MN_Morrison
Morrison,35,2020-01-23,MN,MN_Morrison
Morrison,37,2020-01-24,MN,MN_Morrison
Morrison,37,2020-01-25,MN,MN_Morrison
Morrison,38,2020-01-26,MN,MN_Morrison
Morrison,38,2020-01-27,MN,MN_Morrison
Morrison,34,2020-01-28,MN,MN_Morrison
Morrison,35,2020-01-29,MN,MN_Morrison
Morrison,38,2020-01-30,MN,MN_Morrison
Morrison,35,2020-01-31,MN,MN_Morrison
Morrison,39,2020-02-01,MN,MN_Morrison
Morrison,39,2020-02-02,MN,MN_Morrison
Morrison,38,2020-02-03,MN,MN_Morrison
Morrison,37,2020-02-04,MN,MN_Morrison
Morrison,36,2020-02-05,MN,MN_Morrison
Morrison,35,2020-02-06,MN,MN_Morrison
Morrison,33,2020-02-07,MN,MN_Morrison
Morrison,36,2020-02-08,MN,MN_Morrison
Morrison,37,2020-02-09,MN,MN_Morrison
Morrison,37,2020-02-10,MN,MN_Morrison
Morrison,37,2020-02-11,MN,MN_Morrison
Morrison,36,2020-02-12,MN,MN_Morrison
Morrison,37,2020-02-13,MN,MN_Morrison
Morrison,38,2020-02-14,MN,MN_Morrison
Morrison,34,2020-02-15,MN,MN_Morrison
Morrison,34,2020-02-16,MN,MN_Morrison
Morrison,34,2020-02-17,MN,MN_Morrison
Morrison,37,2020-02-18,MN,MN_Morrison
Morrison,35,2020-02-19,MN,MN_Morrison
Morrison,33,2020-02-20,MN,MN_Morrison
Morrison,32,2020-02-21,MN,MN_Morrison
Morrison,35,2020-02-22,MN,MN_Morrison
Morrison,34,2020-02-23,MN,MN_Morrison
Morrison,32,2020-02-24,MN,MN_Morrison
Morrison,28,2020-02-25,MN,MN_Morrison
Morrison,30,2020-02-26,MN,MN_Morrison
Morrison,32,2020-02-27,MN,MN_Morrison
Morrison,31,2020-02-28,MN,MN_Morrison
Morrison,32,2020-02-29,MN,MN_Morrison
Morrison,33,2020-03-01,MN,MN_Morrison
Morrison,34,2020-03-02,MN,MN_Morrison
Morrison,30,2020-03-03,MN,MN_Morrison
Morrison,29,2020-03-04,MN,MN_Morrison
Morrison,29,2020-03-05,MN,MN_Morrison
Morrison,30,2020-03-06,MN,MN_Morrison
Morrison,34,2020-03-07,MN,MN_Morrison
Morrison,34,2020-03-08,MN,MN_Morrison
Morrison,33,2020-03-09,MN,MN_Morrison
Morrison,31,2020-03-10,MN,MN_Morrison
Morrison,33,2020-03-11,MN,MN_Morrison
Morrison,32,2020-03-12,MN,MN_Morrison
Morrison,26,2020-03-13,MN,MN_Morrison
Morrison,34,2020-03-14,MN,MN_Morrison
Morrison,32,2020-03-15,MN,MN_Morrison
Mower,63,2020-01-01,MN,MN_Mower
Mower,63,2020-01-02,MN,MN_Mower
Mower,60,2020-01-03,MN,MN_Mower
Mower,55,2020-01-04,MN,MN_Mower
Mower,55,2020-01-05,MN,MN_Mower
Mower,58,2020-01-06,MN,MN_Mower
Mower,58,2020-01-07,MN,MN_Mower
Mower,62,2020-01-08,MN,MN_Mower
Mower,67,2020-01-09,MN,MN_Mower
Mower,65,2020-01-10,MN,MN_Mower
Mower,66,2020-01-11,MN,MN_Mower
Mower,68,2020-01-12,MN,MN_Mower
Mower,68,2020-01-13,MN,MN_Mower
Mower,69,2020-01-14,MN,MN_Mower
Mower,65,2020-01-15,MN,MN_Mower
Mower,65,2020-01-16,MN,MN_Mower
Mower,64,2020-01-17,MN,MN_Mower
Mower,60,2020-01-18,MN,MN_Mower
Mower,64,2020-01-19,MN,MN_Mower
Mower,65,2020-01-20,MN,MN_Mower
Mower,71,2020-01-21,MN,MN_Mower
Mower,62,2020-01-22,MN,MN_Mower
Mower,62,2020-01-23,MN,MN_Mower
Mower,58,2020-01-24,MN,MN_Mower
Mower,61,2020-01-25,MN,MN_Mower
Mower,60,2020-01-26,MN,MN_Mower
Mower,64,2020-01-27,MN,MN_Mower
Mower,64,2020-01-28,MN,MN_Mower
Mower,63,2020-01-29,MN,MN_Mower
Mower,60,2020-01-30,MN,MN_Mower
Mower,59,2020-01-31,MN,MN_Mower
Mower,62,2020-02-01,MN,MN_Mower
Mower,65,2020-02-02,MN,MN_Mower
Mower,69,2020-02-03,MN,MN_Mower
Mower,72,2020-02-04,MN,MN_Mower
Mower,75,2020-02-05,MN,MN_Mower
Mower,78,2020-02-06,MN,MN_Mower
Mower,74,2020-02-07,MN,MN_Mower
Mower,73,2020-02-08,MN,MN_Mower
Mower,75,2020-02-09,MN,MN_Mower
Mower,76,2020-02-10,MN,MN_Mower
Mower,76,2020-02-11,MN,MN_Mower
Mower,80,2020-02-12,MN,MN_Mower
Mower,84,2020-02-13,MN,MN_Mower
Mower,80,2020-02-14,MN,MN_Mower
Mower,79,2020-02-15,MN,MN_Mower
Mower,78,2020-02-16,MN,MN_Mower
Mower,79,2020-02-17,MN,MN_Mower
Mower,81,2020-02-18,MN,MN_Mower
Mower,82,2020-02-19,MN,MN_Mower
Mower,82,2020-02-20,MN,MN_Mower
Mower,89,2020-02-21,MN,MN_Mower
Mower,83,2020-02-22,MN,MN_Mower
Mower,85,2020-02-23,MN,MN_Mower
Mower,86,2020-02-24,MN,MN_Mower
Mower,90,2020-02-25,MN,MN_Mower
Mower,84,2020-02-26,MN,MN_Mower
Mower,81,2020-02-27,MN,MN_Mower
Mower,79,2020-02-28,MN,MN_Mower
Mower,78,2020-02-29,MN,MN_Mower
Mower,80,2020-03-01,MN,MN_Mower
Mower,82,2020-03-02,MN,MN_Mower
Mower,83,2020-03-03,MN,MN_Mower
Mower,82,2020-03-04,MN,MN_Mower
Mower,88,2020-03-05,MN,MN_Mower
Mower,76,2020-03-06,MN,MN_Mower
Mower,73,2020-03-07,MN,MN_Mower
Mower,74,2020-03-08,MN,MN_Mower
Mower,76,2020-03-09,MN,MN_Mower
Mower,79,2020-03-10,MN,MN_Mower
Mower,79,2020-03-11,MN,MN_Mower
Mower,79,2020-03-12,MN,MN_Mower
Mower,79,2020-03-13,MN,MN_Mower
Mower,75,2020-03-14,MN,MN_Mower
Mower,80,2020-03-15,MN,MN_Mower
Nicollet,13,2020-01-01,MN,MN_Nicollet
Nicollet,15,2020-01-02,MN,MN_Nicollet
Nicollet,20,2020-01-03,MN,MN_Nicollet
Nicollet,20,2020-01-04,MN,MN_Nicollet
Nicollet,21,2020-01-05,MN,MN_Nicollet
Nicollet,21,2020-01-06,MN,MN_Nicollet
Nicollet,18,2020-01-07,MN,MN_Nicollet
Nicollet,20,2020-01-08,MN,MN_Nicollet
Nicollet,18,2020-01-09,MN,MN_Nicollet
Nicollet,18,2020-01-10,MN,MN_Nicollet
Nicollet,19,2020-01-11,MN,MN_Nicollet
Nicollet,19,2020-01-12,MN,MN_Nicollet
Nicollet,20,2020-01-13,MN,MN_Nicollet
Nicollet,19,2020-01-14,MN,MN_Nicollet
Nicollet,19,2020-01-15,MN,MN_Nicollet
Nicollet,19,2020-01-16,MN,MN_Nicollet
Nicollet,19,2020-01-17,MN,MN_Nicollet
Nicollet,17,2020-01-18,MN,MN_Nicollet
Nicollet,18,2020-01-19,MN,MN_Nicollet
Nicollet,21,2020-01-20,MN,MN_Nicollet
Nicollet,23,2020-01-21,MN,MN_Nicollet
Nicollet,18,2020-01-22,MN,MN_Nicollet
Nicollet,18,2020-01-23,MN,MN_Nicollet
Nicollet,18,2020-01-24,MN,MN_Nicollet
Nicollet,17,2020-01-25,MN,MN_Nicollet
Nicollet,20,2020-01-26,MN,MN_Nicollet
Nicollet,20,2020-01-27,MN,MN_Nicollet
Nicollet,19,2020-01-28,MN,MN_Nicollet
Nicollet,17,2020-01-29,MN,MN_Nicollet
Nicollet,15,2020-01-30,MN,MN_Nicollet
Nicollet,17,2020-01-31,MN,MN_Nicollet
Nicollet,16,2020-02-01,MN,MN_Nicollet
Nicollet,17,2020-02-02,MN,MN_Nicollet
Nicollet,18,2020-02-03,MN,MN_Nicollet
Nicollet,19,2020-02-04,MN,MN_Nicollet
Nicollet,18,2020-02-05,MN,MN_Nicollet
Nicollet,19,2020-02-06,MN,MN_Nicollet
Nicollet,18,2020-02-07,MN,MN_Nicollet
Nicollet,22,2020-02-08,MN,MN_Nicollet
Nicollet,23,2020-02-09,MN,MN_Nicollet
Nicollet,24,2020-02-10,MN,MN_Nicollet
Nicollet,24,2020-02-11,MN,MN_Nicollet
Nicollet,21,2020-02-12,MN,MN_Nicollet
Nicollet,20,2020-02-13,MN,MN_Nicollet
Nicollet,20,2020-02-14,MN,MN_Nicollet
Nicollet,22,2020-02-15,MN,MN_Nicollet
Nicollet,24,2020-02-16,MN,MN_Nicollet
Nicollet,22,2020-02-17,MN,MN_Nicollet
Nicollet,21,2020-02-18,MN,MN_Nicollet
Nicollet,21,2020-02-19,MN,MN_Nicollet
Nicollet,24,2020-02-20,MN,MN_Nicollet
Nicollet,25,2020-02-21,MN,MN_Nicollet
Nicollet,27,2020-02-22,MN,MN_Nicollet
Nicollet,26,2020-02-23,MN,MN_Nicollet
Nicollet,25,2020-02-24,MN,MN_Nicollet
Nicollet,26,2020-02-25,MN,MN_Nicollet
Nicollet,25,2020-02-26,MN,MN_Nicollet
Nicollet,24,2020-02-27,MN,MN_Nicollet
Nicollet,24,2020-02-28,MN,MN_Nicollet
Nicollet,25,2020-02-29,MN,MN_Nicollet
Nicollet,25,2020-03-01,MN,MN_Nicollet
Nicollet,24,2020-03-02,MN,MN_Nicollet
Nicollet,26,2020-03-03,MN,MN_Nicollet
Nicollet,23,2020-03-04,MN,MN_Nicollet
Nicollet,25,2020-03-05,MN,MN_Nicollet
Nicollet,24,2020-03-06,MN,MN_Nicollet
Nicollet,24,2020-03-07,MN,MN_Nicollet
Nicollet,27,2020-03-08,MN,MN_Nicollet
Nicollet,28,2020-03-09,MN,MN_Nicollet
Nicollet,26,2020-03-10,MN,MN_Nicollet
Nicollet,21,2020-03-11,MN,MN_Nicollet
Nicollet,21,2020-03-12,MN,MN_Nicollet
Nicollet,19,2020-03-13,MN,MN_Nicollet
Nicollet,19,2020-03-14,MN,MN_Nicollet
Nicollet,19,2020-03-15,MN,MN_Nicollet
Pennington,50,2020-01-01,MN,MN_Pennington
Pennington,50,2020-01-02,MN,MN_Pennington
Pennington,48,2020-01-03,MN,MN_Pennington
Pennington,48,2020-01-04,MN,MN_Pennington
Pennington,47,2020-01-05,MN,MN_Pennington
Pennington,47,2020-01-06,MN,MN_Pennington
Pennington,48,2020-01-07,MN,MN_Pennington
Pennington,44,2020-01-08,MN,MN_Pennington
Pennington,45,2020-01-09,MN,MN_Pennington
Pennington,44,2020-01-10,MN,MN_Pennington
Pennington,45,2020-01-11,MN,MN_Pennington
Pennington,43,2020-01-12,MN,MN_Pennington
Pennington,43,2020-01-13,MN,MN_Pennington
Pennington,44,2020-01-14,MN,MN_Pennington
Pennington,44,2020-01-15,MN,MN_Pennington
Pennington,45,2020-01-16,MN,MN_Pennington
Pennington,44,2020-01-17,MN,MN_Pennington
Pennington,45,2020-01-18,MN,MN_Pennington
Pennington,47,2020-01-19,MN,MN_Pennington
Pennington,47,2020-01-20,MN,MN_Pennington
Pennington,47,2020-01-21,MN,MN_Pennington
Pennington,41,2020-01-22,MN,MN_Pennington
Pennington,40,2020-01-23,MN,MN_Pennington
Pennington,41,2020-01-24,MN,MN_Pennington
Pennington,40,2020-01-25,MN,MN_Pennington
Pennington,40,2020-01-26,MN,MN_Pennington
Pennington,40,2020-01-27,MN,MN_Pennington
Pennington,39,2020-01-28,MN,MN_Pennington
Pennington,38,2020-01-29,MN,MN_Pennington
Pennington,39,2020-01-30,MN,MN_Pennington
Pennington,40,2020-01-31,MN,MN_Pennington
Pennington,41,2020-02-01,MN,MN_Pennington
Pennington,44,2020-02-02,MN,MN_Pennington
Pennington,44,2020-02-03,MN,MN_Pennington
Pennington,42,2020-02-04,MN,MN_Pennington
Pennington,42,2020-02-05,MN,MN_Pennington
Pennington,42,2020-02-06,MN,MN_Pennington
Pennington,42,2020-02-07,MN,MN_Pennington
Pennington,44,2020-02-08,MN,MN_Pennington
Pennington,47,2020-02-09,MN,MN_Pennington
Pennington,46,2020-02-10,MN,MN_Pennington
Pennington,44,2020-02-11,MN,MN_Pennington
Pennington,44,2020-02-12,MN,MN_Pennington
Pennington,45,2020-02-13,MN,MN_Pennington
Pennington,42,2020-02-14,MN,MN_Pennington
Pennington,43,2020-02-15,MN,MN_Pennington
Pennington,43,2020-02-16,MN,MN_Pennington
Pennington,43,2020-02-17,MN,MN_Pennington
Pennington,45,2020-02-18,MN,MN_Pennington
Pennington,40,2020-02-19,MN,MN_Pennington
Pennington,42,2020-02-20,MN,MN_Pennington
Pennington,43,2020-02-21,MN,MN_Pennington
Pennington,43,2020-02-22,MN,MN_Pennington
Pennington,45,2020-02-23,MN,MN_Pennington
Pennington,45,2020-02-24,MN,MN_Pennington
Pennington,41,2020-02-25,MN,MN_Pennington
Pennington,41,2020-02-26,MN,MN_Pennington
Pennington,42,2020-02-27,MN,MN_Pennington
Pennington,41,2020-02-28,MN,MN_Pennington
Pennington,42,2020-02-29,MN,MN_Pennington
Pennington,41,2020-03-01,MN,MN_Pennington
Pennington,41,2020-03-02,MN,MN_Pennington
Pennington,38,2020-03-03,MN,MN_Pennington
Pennington,35,2020-03-04,MN,MN_Pennington
Pennington,36,2020-03-05,MN,MN_Pennington
Pennington,36,2020-03-06,MN,MN_Pennington
Pennington,37,2020-03-07,MN,MN_Pennington
Pennington,37,2020-03-08,MN,MN_Pennington
Pennington,37,2020-03-09,MN,MN_Pennington
Pennington,34,2020-03-10,MN,MN_Pennington
Pennington,33,2020-03-11,MN,MN_Pennington
Pennington,32,2020-03-12,MN,MN_Pennington
Pennington,33,2020-03-13,MN,MN_Pennington
Pennington,35,2020-03-14,MN,MN_Pennington
Pipestone,8,2020-01-01,MN,MN_Pipestone
Pipestone,8,2020-01-02,MN,MN_Pipestone
Pipestone,7,2020-01-03,MN,MN_Pipestone
Pipestone,6,2020-01-04,MN,MN_Pipestone
Pipestone,7,2020-01-05,MN,MN_Pipestone
Pipestone,7,2020-01-06,MN,MN_Pipestone
Pipestone,8,2020-01-07,MN,MN_Pipestone
Pipestone,7,2020-01-08,MN,MN_Pipestone
Pipestone,5,2020-01-09,MN,MN_Pipestone
Pipestone,4,2020-01-10,MN,MN_Pipestone
Pipestone,6,2020-01-11,MN,MN_Pipestone
Pipestone,7,2020-01-12,MN,MN_Pipestone
Pipestone,9,2020-01-13,MN,MN_Pipestone
Pipestone,9,2020-01-14,MN,MN_Pipestone
Pipestone,8,2020-01-15,MN,MN_Pipestone
Pipestone,8,2020-01-16,MN,MN_Pipestone
Pipestone,8,2020-01-17,MN,MN_Pipestone
Pipestone,8,2020-01-18,MN,MN_Pipestone
Pipestone,8,2020-01-19,MN,MN_Pipestone
Pipestone,9,2020-01-20,MN,MN_Pipestone
Pipestone,9,2020-01-21,MN,MN_Pipestone
Pipestone,7,2020-01-22,MN,MN_Pipestone
Pipestone,8,2020-01-23,MN,MN_Pipestone
Pipestone,7,2020-01-24,MN,MN_Pipestone
Pipestone,9,2020-01-25,MN,MN_Pipestone
Pipestone,9,2020-01-26,MN,MN_Pipestone
Pipestone,9,2020-01-27,MN,MN_Pipestone
Pipestone,8,2020-01-28,MN,MN_Pipestone
Pipestone,12,2020-01-29,MN,MN_Pipestone
Pipestone,12,2020-01-30,MN,MN_Pipestone
Pipestone,11,2020-01-31,MN,MN_Pipestone
Pipestone,9,2020-02-01,MN,MN_Pipestone
Pipestone,10,2020-02-02,MN,MN_Pipestone
Pipestone,11,2020-02-03,MN,MN_Pipestone
Pipestone,10,2020-02-04,MN,MN_Pipestone
Pipestone,12,2020-02-05,MN,MN_Pipestone
Pipestone,14,2020-02-06,MN,MN_Pipestone
Pipestone,10,2020-02-07,MN,MN_Pipestone
Pipestone,10,2020-02-08,MN,MN_Pipestone
Pipestone,10,2020-02-09,MN,MN_Pipestone
Pipestone,10,2020-02-10,MN,MN_Pipestone
Pipestone,12,2020-02-11,MN,MN_Pipestone
Pipestone,10,2020-02-12,MN,MN_Pipestone
Pipestone,9,2020-02-13,MN,MN_Pipestone
Pipestone,10,2020-02-14,MN,MN_Pipestone
Pipestone,9,2020-02-15,MN,MN_Pipestone
Pipestone,9,2020-02-16,MN,MN_Pipestone
Pipestone,10,2020-02-17,MN,MN_Pipestone
Pipestone,12,2020-02-18,MN,MN_Pipestone
Pipestone,11,2020-02-19,MN,MN_Pipestone
Pipestone,12,2020-02-20,MN,MN_Pipestone
Pipestone,13,2020-02-21,MN,MN_Pipestone
Pipestone,13,2020-02-22,MN,MN_Pipestone
Pipestone,10,2020-02-23,MN,MN_Pipestone
Pipestone,12,2020-02-24,MN,MN_Pipestone
Pipestone,13,2020-02-25,MN,MN_Pipestone
Pipestone,12,2020-02-26,MN,MN_Pipestone
Pipestone,13,2020-02-27,MN,MN_Pipestone
Pipestone,12,2020-02-28,MN,MN_Pipestone
Pipestone,13,2020-02-29,MN,MN_Pipestone
Pipestone,13,2020-03-01,MN,MN_Pipestone
Pipestone,14,2020-03-02,MN,MN_Pipestone
Pipestone,16,2020-03-03,MN,MN_Pipestone
Pipestone,15,2020-03-04,MN,MN_Pipestone
Pipestone,13,2020-03-05,MN,MN_Pipestone
Pipestone,13,2020-03-06,MN,MN_Pipestone
Pipestone,15,2020-03-07,MN,MN_Pipestone
Pipestone,17,2020-03-08,MN,MN_Pipestone
Pipestone,16,2020-03-09,MN,MN_Pipestone
Pipestone,14,2020-03-10,MN,MN_Pipestone
Pipestone,11,2020-03-11,MN,MN_Pipestone
Pipestone,9,2020-03-12,MN,MN_Pipestone
Pipestone,9,2020-03-13,MN,MN_Pipestone
Pipestone,8,2020-03-14,MN,MN_Pipestone
Pipestone,7,2020-03-15,MN,MN_Pipestone
Ramsey,45,2020-01-01,MN,MN_Ramsey
Ramsey,45,2020-01-02,MN,MN_Ramsey
Ramsey,45,2020-01-03,MN,MN_Ramsey
Ramsey,45,2020-01-05,MN,MN_Ramsey
Ramsey,45,2020-01-06,MN,MN_Ramsey
Ramsey,72,2020-01-07,MN,MN_Ramsey
Ramsey,72,2020-01-08,MN,MN_Ramsey
Ramsey,61,2020-01-09,MN,MN_Ramsey
Ramsey,72,2020-01-10,MN,MN_Ramsey
Ramsey,60,2020-01-11,MN,MN_Ramsey
Ramsey,60,2020-01-12,MN,MN_Ramsey
Ramsey,60,2020-01-13,MN,MN_Ramsey
Ramsey,155,2020-01-14,MN,MN_Ramsey
Ramsey,61,2020-01-15,MN,MN_Ramsey
Ramsey,66,2020-01-16,MN,MN_Ramsey
Ramsey,69,2020-01-17,MN,MN_Ramsey
Ramsey,69,2020-01-18,MN,MN_Ramsey
Ramsey,69,2020-01-19,MN,MN_Ramsey
Ramsey,69,2020-01-20,MN,MN_Ramsey
Ramsey,69,2020-01-21,MN,MN_Ramsey
Ramsey,140,2020-01-22,MN,MN_Ramsey
Ramsey,73,2020-01-23,MN,MN_Ramsey
Ramsey,83,2020-01-24,MN,MN_Ramsey
Ramsey,85,2020-01-25,MN,MN_Ramsey
Ramsey,85,2020-01-26,MN,MN_Ramsey
Ramsey,85,2020-01-27,MN,MN_Ramsey
Ramsey,85,2020-01-28,MN,MN_Ramsey
Ramsey,72,2020-01-29,MN,MN_Ramsey
Ramsey,59,2020-01-30,MN,MN_Ramsey
Ramsey,67,2020-01-31,MN,MN_Ramsey
Ramsey,57,2020-02-01,MN,MN_Ramsey
Ramsey,57,2020-02-02,MN,MN_Ramsey
Ramsey,57,2020-02-03,MN,MN_Ramsey
Ramsey,163,2020-02-04,MN,MN_Ramsey
Ramsey,76,2020-02-05,MN,MN_Ramsey
