County,Population,Scrape_Date,State,Facility_Identifier
Nassau,246,2020-02-06,FL,FL_Nassau
Nassau,238,2020-02-07,FL,FL_Nassau
Nassau,244,2020-02-08,FL,FL_Nassau
Nassau,247,2020-02-09,FL,FL_Nassau
Nassau,251,2020-02-10,FL,FL_Nassau
Nassau,244,2020-02-11,FL,FL_Nassau
Nassau,245,2020-02-12,FL,FL_Nassau
Nassau,246,2020-02-13,FL,FL_Nassau
Nassau,244,2020-02-14,FL,FL_Nassau
Nassau,243,2020-02-16,FL,FL_Nassau
Nassau,244,2020-02-17,FL,FL_Nassau
Nassau,243,2020-02-18,FL,FL_Nassau
Nassau,245,2020-02-19,FL,FL_Nassau
Nassau,240,2020-02-20,FL,FL_Nassau
Nassau,242,2020-02-21,FL,FL_Nassau
Nassau,247,2020-02-22,FL,FL_Nassau
Nassau,241,2020-02-23,FL,FL_Nassau
Nassau,236,2020-02-24,FL,FL_Nassau
Nassau,236,2020-02-25,FL,FL_Nassau
Nassau,239,2020-02-26,FL,FL_Nassau
Nassau,238,2020-02-27,FL,FL_Nassau
Nassau,238,2020-02-28,FL,FL_Nassau
Nassau,246,2020-02-29,FL,FL_Nassau
Nassau,249,2020-03-01,FL,FL_Nassau
Nassau,248,2020-03-02,FL,FL_Nassau
Nassau,240,2020-03-03,FL,FL_Nassau
Nassau,231,2020-03-04,FL,FL_Nassau
Nassau,228,2020-03-05,FL,FL_Nassau
Nassau,228,2020-03-06,FL,FL_Nassau
Nassau,238,2020-03-07,FL,FL_Nassau
Nassau,241,2020-03-08,FL,FL_Nassau
Nassau,240,2020-03-09,FL,FL_Nassau
Nassau,236,2020-03-10,FL,FL_Nassau
Nassau,236,2020-03-11,FL,FL_Nassau
Nassau,238,2020-03-12,FL,FL_Nassau
Nassau,236,2020-03-13,FL,FL_Nassau
Nassau,244,2020-03-14,FL,FL_Nassau
Nassau,252,2020-03-15,FL,FL_Nassau
Okeechobee,260,2020-02-11,FL,FL_Okeechobee
Okeechobee,260,2020-02-12,FL,FL_Okeechobee
Okeechobee,260,2020-02-13,FL,FL_Okeechobee
Okeechobee,260,2020-02-14,FL,FL_Okeechobee
Okeechobee,260,2020-02-15,FL,FL_Okeechobee
Okeechobee,260,2020-02-16,FL,FL_Okeechobee
Okeechobee,260,2020-02-17,FL,FL_Okeechobee
Okeechobee,260,2020-02-18,FL,FL_Okeechobee
Okeechobee,260,2020-02-19,FL,FL_Okeechobee
Okeechobee,254,2020-02-20,FL,FL_Okeechobee
Okeechobee,254,2020-02-21,FL,FL_Okeechobee
Okeechobee,254,2020-02-22,FL,FL_Okeechobee
Okeechobee,254,2020-02-23,FL,FL_Okeechobee
Okeechobee,254,2020-02-24,FL,FL_Okeechobee
Okeechobee,256,2020-02-25,FL,FL_Okeechobee
Okeechobee,256,2020-02-26,FL,FL_Okeechobee
Okeechobee,256,2020-02-27,FL,FL_Okeechobee
Okeechobee,256,2020-02-28,FL,FL_Okeechobee
Okeechobee,256,2020-02-29,FL,FL_Okeechobee
Okeechobee,256,2020-03-01,FL,FL_Okeechobee
Okeechobee,256,2020-03-02,FL,FL_Okeechobee
Okeechobee,256,2020-03-03,FL,FL_Okeechobee
Okeechobee,256,2020-03-04,FL,FL_Okeechobee
Okeechobee,256,2020-03-05,FL,FL_Okeechobee
Okeechobee,256,2020-03-06,FL,FL_Okeechobee
Okeechobee,256,2020-03-07,FL,FL_Okeechobee
Okeechobee,256,2020-03-08,FL,FL_Okeechobee
Okeechobee,256,2020-03-09,FL,FL_Okeechobee
Okeechobee,256,2020-03-10,FL,FL_Okeechobee
Okeechobee,256,2020-03-11,FL,FL_Okeechobee
Okeechobee,256,2020-03-12,FL,FL_Okeechobee
Okeechobee,273,2020-03-13,FL,FL_Okeechobee
Okeechobee,273,2020-03-14,FL,FL_Okeechobee
Okeechobee,273,2020-03-15,FL,FL_Okeechobee
Pasco,25,2020-02-12,FL,FL_Pasco
Pasco,25,2020-02-13,FL,FL_Pasco
Pasco,25,2020-02-14,FL,FL_Pasco
Pasco,25,2020-02-15,FL,FL_Pasco
Pasco,25,2020-02-16,FL,FL_Pasco
Pasco,25,2020-02-17,FL,FL_Pasco
Pasco,200,2020-02-28,FL,FL_Pasco
Pasco,200,2020-02-29,FL,FL_Pasco
Pasco,200,2020-03-01,FL,FL_Pasco
Pasco,200,2020-03-02,FL,FL_Pasco
Pasco,200,2020-03-03,FL,FL_Pasco
Pasco,200,2020-03-04,FL,FL_Pasco
Pasco,200,2020-03-05,FL,FL_Pasco
Pasco,200,2020-03-06,FL,FL_Pasco
Putnam,317,2020-01-01,FL,FL_Putnam
Putnam,315,2020-01-02,FL,FL_Putnam
Putnam,316,2020-01-03,FL,FL_Putnam
Putnam,320,2020-01-04,FL,FL_Putnam
Putnam,327,2020-01-05,FL,FL_Putnam
Putnam,315,2020-01-06,FL,FL_Putnam
Putnam,317,2020-01-07,FL,FL_Putnam
Putnam,300,2020-01-08,FL,FL_Putnam
Putnam,307,2020-01-09,FL,FL_Putnam
Putnam,316,2020-01-10,FL,FL_Putnam
Putnam,329,2020-01-11,FL,FL_Putnam
Putnam,331,2020-01-12,FL,FL_Putnam
Putnam,324,2020-01-13,FL,FL_Putnam
Putnam,329,2020-01-14,FL,FL_Putnam
Putnam,328,2020-01-15,FL,FL_Putnam
Putnam,326,2020-01-16,FL,FL_Putnam
Putnam,331,2020-01-17,FL,FL_Putnam
Putnam,339,2020-01-18,FL,FL_Putnam
Putnam,340,2020-01-19,FL,FL_Putnam
Putnam,335,2020-01-20,FL,FL_Putnam
Putnam,337,2020-01-21,FL,FL_Putnam
Putnam,333,2020-01-22,FL,FL_Putnam
Putnam,330,2020-01-23,FL,FL_Putnam
Putnam,334,2020-01-24,FL,FL_Putnam
Putnam,341,2020-01-25,FL,FL_Putnam
Putnam,340,2020-01-26,FL,FL_Putnam
Putnam,333,2020-01-27,FL,FL_Putnam
Putnam,329,2020-01-28,FL,FL_Putnam
Putnam,326,2020-01-29,FL,FL_Putnam
Putnam,325,2020-01-30,FL,FL_Putnam
Putnam,323,2020-01-31,FL,FL_Putnam
Putnam,331,2020-02-01,FL,FL_Putnam
Putnam,331,2020-02-02,FL,FL_Putnam
Putnam,327,2020-02-03,FL,FL_Putnam
Putnam,326,2020-02-04,FL,FL_Putnam
Putnam,320,2020-02-05,FL,FL_Putnam
Putnam,322,2020-02-06,FL,FL_Putnam
Putnam,321,2020-02-07,FL,FL_Putnam
Putnam,330,2020-02-08,FL,FL_Putnam
Putnam,338,2020-02-09,FL,FL_Putnam
Putnam,331,2020-02-10,FL,FL_Putnam
Putnam,325,2020-02-11,FL,FL_Putnam
Putnam,318,2020-02-12,FL,FL_Putnam
Putnam,317,2020-02-13,FL,FL_Putnam
Putnam,326,2020-02-14,FL,FL_Putnam
Putnam,331,2020-02-16,FL,FL_Putnam
Putnam,329,2020-02-17,FL,FL_Putnam
Putnam,328,2020-02-18,FL,FL_Putnam
Putnam,323,2020-02-19,FL,FL_Putnam
Putnam,326,2020-02-20,FL,FL_Putnam
Putnam,336,2020-02-21,FL,FL_Putnam
Putnam,347,2020-02-22,FL,FL_Putnam
Putnam,350,2020-02-23,FL,FL_Putnam
Putnam,354,2020-02-24,FL,FL_Putnam
Putnam,330,2020-02-25,FL,FL_Putnam
Putnam,327,2020-02-26,FL,FL_Putnam
Putnam,333,2020-02-27,FL,FL_Putnam
Putnam,327,2020-02-28,FL,FL_Putnam
Putnam,333,2020-02-29,FL,FL_Putnam
Putnam,332,2020-03-01,FL,FL_Putnam
Putnam,326,2020-03-02,FL,FL_Putnam
Putnam,326,2020-03-03,FL,FL_Putnam
Putnam,319,2020-03-04,FL,FL_Putnam
Putnam,322,2020-03-05,FL,FL_Putnam
Putnam,325,2020-03-06,FL,FL_Putnam
Putnam,335,2020-03-07,FL,FL_Putnam
Putnam,337,2020-03-08,FL,FL_Putnam
Putnam,336,2020-03-09,FL,FL_Putnam
Putnam,317,2020-03-10,FL,FL_Putnam
Putnam,323,2020-03-11,FL,FL_Putnam
Putnam,322,2020-03-12,FL,FL_Putnam
Putnam,317,2020-03-13,FL,FL_Putnam
Putnam,320,2020-03-14,FL,FL_Putnam
Putnam,318,2020-03-15,FL,FL_Putnam
Santa_Rosa,681,2020-02-04,FL,FL_Santa_Rosa
Santa_Rosa,681,2020-02-05,FL,FL_Santa_Rosa
Santa_Rosa,663,2020-02-06,FL,FL_Santa_Rosa
Santa_Rosa,659,2020-02-07,FL,FL_Santa_Rosa
Santa_Rosa,663,2020-02-08,FL,FL_Santa_Rosa
Santa_Rosa,666,2020-02-09,FL,FL_Santa_Rosa
Santa_Rosa,663,2020-02-10,FL,FL_Santa_Rosa
Santa_Rosa,657,2020-02-11,FL,FL_Santa_Rosa
Santa_Rosa,667,2020-02-12,FL,FL_Santa_Rosa
Santa_Rosa,661,2020-02-13,FL,FL_Santa_Rosa
Santa_Rosa,659,2020-02-14,FL,FL_Santa_Rosa
Santa_Rosa,660,2020-02-16,FL,FL_Santa_Rosa
Santa_Rosa,668,2020-02-17,FL,FL_Santa_Rosa
Santa_Rosa,666,2020-02-18,FL,FL_Santa_Rosa
Santa_Rosa,678,2020-02-19,FL,FL_Santa_Rosa
Santa_Rosa,644,2020-02-20,FL,FL_Santa_Rosa
Santa_Rosa,652,2020-02-21,FL,FL_Santa_Rosa
Santa_Rosa,654,2020-02-22,FL,FL_Santa_Rosa
Santa_Rosa,654,2020-02-23,FL,FL_Santa_Rosa
Santa_Rosa,658,2020-02-24,FL,FL_Santa_Rosa
Santa_Rosa,660,2020-02-25,FL,FL_Santa_Rosa
Santa_Rosa,650,2020-02-26,FL,FL_Santa_Rosa
Santa_Rosa,647,2020-02-27,FL,FL_Santa_Rosa
Santa_Rosa,648,2020-02-28,FL,FL_Santa_Rosa
Santa_Rosa,647,2020-02-29,FL,FL_Santa_Rosa
Santa_Rosa,652,2020-03-01,FL,FL_Santa_Rosa
Santa_Rosa,653,2020-03-02,FL,FL_Santa_Rosa
Santa_Rosa,643,2020-03-03,FL,FL_Santa_Rosa
Santa_Rosa,636,2020-03-04,FL,FL_Santa_Rosa
Santa_Rosa,620,2020-03-05,FL,FL_Santa_Rosa
Santa_Rosa,626,2020-03-06,FL,FL_Santa_Rosa
Santa_Rosa,627,2020-03-07,FL,FL_Santa_Rosa
Santa_Rosa,631,2020-03-08,FL,FL_Santa_Rosa
Santa_Rosa,630,2020-03-09,FL,FL_Santa_Rosa
Santa_Rosa,634,2020-03-10,FL,FL_Santa_Rosa
Santa_Rosa,635,2020-03-11,FL,FL_Santa_Rosa
Santa_Rosa,629,2020-03-12,FL,FL_Santa_Rosa
Santa_Rosa,639,2020-03-13,FL,FL_Santa_Rosa
Santa_Rosa,634,2020-03-14,FL,FL_Santa_Rosa
Santa_Rosa,638,2020-03-15,FL,FL_Santa_Rosa
Sarasota,883,2020-01-30,FL,FL_Sarasota
Sarasota,872,2020-01-31,FL,FL_Sarasota
Sarasota,872,2020-02-01,FL,FL_Sarasota
Sarasota,866,2020-02-02,FL,FL_Sarasota
Sarasota,870,2020-02-03,FL,FL_Sarasota
Sarasota,861,2020-02-04,FL,FL_Sarasota
Sarasota,859,2020-02-05,FL,FL_Sarasota
Sarasota,853,2020-02-06,FL,FL_Sarasota
Sarasota,864,2020-02-07,FL,FL_Sarasota
Sarasota,868,2020-02-08,FL,FL_Sarasota
Sarasota,863,2020-02-09,FL,FL_Sarasota
Sarasota,860,2020-02-10,FL,FL_Sarasota
Sarasota,862,2020-02-11,FL,FL_Sarasota
Sarasota,865,2020-02-12,FL,FL_Sarasota
Sarasota,879,2020-02-13,FL,FL_Sarasota
Sarasota,886,2020-02-14,FL,FL_Sarasota
Sarasota,906,2020-02-16,FL,FL_Sarasota
Sarasota,911,2020-02-17,FL,FL_Sarasota
Sarasota,907,2020-02-18,FL,FL_Sarasota
Sarasota,909,2020-02-19,FL,FL_Sarasota
Sarasota,924,2020-02-20,FL,FL_Sarasota
Sarasota,913,2020-02-21,FL,FL_Sarasota
Sarasota,912,2020-02-22,FL,FL_Sarasota
Sarasota,914,2020-02-23,FL,FL_Sarasota
Sarasota,908,2020-02-24,FL,FL_Sarasota
Sarasota,901,2020-02-25,FL,FL_Sarasota
Sarasota,896,2020-02-26,FL,FL_Sarasota
Sarasota,910,2020-02-27,FL,FL_Sarasota
Sarasota,912,2020-02-28,FL,FL_Sarasota
Sarasota,915,2020-02-29,FL,FL_Sarasota
Sarasota,918,2020-03-01,FL,FL_Sarasota
Sarasota,902,2020-03-02,FL,FL_Sarasota
Sarasota,900,2020-03-03,FL,FL_Sarasota
Sarasota,909,2020-03-04,FL,FL_Sarasota
Sarasota,874,2020-03-05,FL,FL_Sarasota
Sarasota,879,2020-03-06,FL,FL_Sarasota
Sarasota,871,2020-03-07,FL,FL_Sarasota
Sarasota,872,2020-03-08,FL,FL_Sarasota
Sarasota,872,2020-03-09,FL,FL_Sarasota
Sarasota,866,2020-03-10,FL,FL_Sarasota
Sarasota,874,2020-03-11,FL,FL_Sarasota
Sarasota,882,2020-03-12,FL,FL_Sarasota
Sarasota,895,2020-03-13,FL,FL_Sarasota
Sarasota,902,2020-03-14,FL,FL_Sarasota
Sarasota,897,2020-03-15,FL,FL_Sarasota
St_Johns,412,2020-01-28,FL,FL_St_Johns
St_Johns,417,2020-01-29,FL,FL_St_Johns
St_Johns,406,2020-01-30,FL,FL_St_Johns
St_Johns,418,2020-01-31,FL,FL_St_Johns
St_Johns,417,2020-02-01,FL,FL_St_Johns
St_Johns,422,2020-02-02,FL,FL_St_Johns
St_Johns,418,2020-02-03,FL,FL_St_Johns
St_Johns,411,2020-02-04,FL,FL_St_Johns
St_Johns,414,2020-02-05,FL,FL_St_Johns
St_Johns,421,2020-02-06,FL,FL_St_Johns
St_Johns,409,2020-02-07,FL,FL_St_Johns
St_Johns,420,2020-02-08,FL,FL_St_Johns
St_Johns,419,2020-02-09,FL,FL_St_Johns
St_Johns,423,2020-02-10,FL,FL_St_Johns
St_Johns,430,2020-02-11,FL,FL_St_Johns
St_Johns,421,2020-02-12,FL,FL_St_Johns
St_Johns,412,2020-02-13,FL,FL_St_Johns
St_Johns,421,2020-02-14,FL,FL_St_Johns
St_Johns,412,2020-02-16,FL,FL_St_Johns
St_Johns,415,2020-02-17,FL,FL_St_Johns
St_Johns,418,2020-02-18,FL,FL_St_Johns
St_Johns,408,2020-02-19,FL,FL_St_Johns
St_Johns,402,2020-02-20,FL,FL_St_Johns
St_Johns,395,2020-02-21,FL,FL_St_Johns
St_Johns,406,2020-02-22,FL,FL_St_Johns
St_Johns,411,2020-02-23,FL,FL_St_Johns
St_Johns,415,2020-02-24,FL,FL_St_Johns
St_Johns,415,2020-02-25,FL,FL_St_Johns
St_Johns,418,2020-02-26,FL,FL_St_Johns
St_Johns,424,2020-02-27,FL,FL_St_Johns
St_Johns,426,2020-02-28,FL,FL_St_Johns
St_Johns,428,2020-02-29,FL,FL_St_Johns
St_Johns,425,2020-03-01,FL,FL_St_Johns
St_Johns,427,2020-03-02,FL,FL_St_Johns
St_Johns,426,2020-03-03,FL,FL_St_Johns
St_Johns,425,2020-03-04,FL,FL_St_Johns
St_Johns,420,2020-03-05,FL,FL_St_Johns
St_Johns,427,2020-03-06,FL,FL_St_Johns
St_Johns,435,2020-03-07,FL,FL_St_Johns
St_Johns,441,2020-03-08,FL,FL_St_Johns
St_Johns,447,2020-03-09,FL,FL_St_Johns
St_Johns,446,2020-03-10,FL,FL_St_Johns
St_Johns,450,2020-03-11,FL,FL_St_Johns
St_Johns,453,2020-03-12,FL,FL_St_Johns
St_Johns,447,2020-03-13,FL,FL_St_Johns
St_Johns,451,2020-03-14,FL,FL_St_Johns
St_Johns,451,2020-03-15,FL,FL_St_Johns
St_Lucie,1291,2020-01-30,FL,FL_St_Lucie
St_Lucie,1306,2020-02-01,FL,FL_St_Lucie
St_Lucie,1330,2020-03-04,FL,FL_St_Lucie
St_Lucie,1314,2020-03-05,FL,FL_St_Lucie
St_Lucie,1318,2020-03-06,FL,FL_St_Lucie
St_Lucie,1321,2020-03-07,FL,FL_St_Lucie
St_Lucie,1311,2020-03-08,FL,FL_St_Lucie
St_Lucie,1312,2020-03-09,FL,FL_St_Lucie
St_Lucie,1303,2020-03-10,FL,FL_St_Lucie
St_Lucie,1296,2020-03-11,FL,FL_St_Lucie
St_Lucie,1306,2020-03-12,FL,FL_St_Lucie
St_Lucie,1330,2020-03-13,FL,FL_St_Lucie
St_Lucie,1339,2020-03-14,FL,FL_St_Lucie
St_Lucie,1338,2020-03-15,FL,FL_St_Lucie
Sumter,442,2020-01-28,FL,FL_Sumter
Sumter,442,2020-01-29,FL,FL_Sumter
Sumter,441,2020-01-30,FL,FL_Sumter
Sumter,442,2020-01-31,FL,FL_Sumter
Sumter,430,2020-02-01,FL,FL_Sumter
Sumter,436,2020-02-02,FL,FL_Sumter
Sumter,438,2020-02-03,FL,FL_Sumter
Sumter,438,2020-02-04,FL,FL_Sumter
Sumter,435,2020-02-05,FL,FL_Sumter
Sumter,432,2020-02-06,FL,FL_Sumter
Sumter,434,2020-02-07,FL,FL_Sumter
Sumter,437,2020-02-08,FL,FL_Sumter
Sumter,441,2020-02-09,FL,FL_Sumter
Sumter,442,2020-02-10,FL,FL_Sumter
Sumter,439,2020-02-11,FL,FL_Sumter
Sumter,440,2020-02-12,FL,FL_Sumter
Sumter,444,2020-02-13,FL,FL_Sumter
Sumter,433,2020-02-14,FL,FL_Sumter
Sumter,432,2020-02-16,FL,FL_Sumter
Sumter,436,2020-02-17,FL,FL_Sumter
Sumter,439,2020-02-18,FL,FL_Sumter
Sumter,440,2020-02-19,FL,FL_Sumter
Sumter,441,2020-02-20,FL,FL_Sumter
Sumter,439,2020-02-21,FL,FL_Sumter
Sumter,435,2020-02-22,FL,FL_Sumter
Sumter,431,2020-02-23,FL,FL_Sumter
Sumter,429,2020-02-24,FL,FL_Sumter
Sumter,429,2020-02-25,FL,FL_Sumter
Sumter,435,2020-02-26,FL,FL_Sumter
Sumter,437,2020-02-27,FL,FL_Sumter
Sumter,434,2020-02-28,FL,FL_Sumter
Sumter,432,2020-02-29,FL,FL_Sumter
Sumter,432,2020-03-01,FL,FL_Sumter
Sumter,435,2020-03-02,FL,FL_Sumter
Sumter,435,2020-03-03,FL,FL_Sumter
Sumter,437,2020-03-04,FL,FL_Sumter
Sumter,432,2020-03-05,FL,FL_Sumter
Sumter,424,2020-03-06,FL,FL_Sumter
Sumter,431,2020-03-07,FL,FL_Sumter
Sumter,433,2020-03-08,FL,FL_Sumter
Sumter,434,2020-03-09,FL,FL_Sumter
Sumter,434,2020-03-10,FL,FL_Sumter
Suwannee,164,2020-01-31,FL,FL_Suwannee
Suwannee,164,2020-02-01,FL,FL_Suwannee
Suwannee,166,2020-02-02,FL,FL_Suwannee
Suwannee,167,2020-02-03,FL,FL_Suwannee
Suwannee,167,2020-02-04,FL,FL_Suwannee
Suwannee,163,2020-02-05,FL,FL_Suwannee
Suwannee,175,2020-02-06,FL,FL_Suwannee
Suwannee,175,2020-02-07,FL,FL_Suwannee
Suwannee,179,2020-02-08,FL,FL_Suwannee
Suwannee,181,2020-02-09,FL,FL_Suwannee
Suwannee,184,2020-02-10,FL,FL_Suwannee
Suwannee,180,2020-02-11,FL,FL_Suwannee
Suwannee,167,2020-02-12,FL,FL_Suwannee
Suwannee,166,2020-02-13,FL,FL_Suwannee
Suwannee,161,2020-02-14,FL,FL_Suwannee
Taylor,84,2020-01-01,FL,FL_Taylor
Taylor,87,2020-01-02,FL,FL_Taylor
Taylor,84,2020-01-03,FL,FL_Taylor
Taylor,88,2020-01-04,FL,FL_Taylor
Taylor,87,2020-01-05,FL,FL_Taylor
Taylor,87,2020-01-06,FL,FL_Taylor
Taylor,83,2020-01-07,FL,FL_Taylor
Taylor,79,2020-01-08,FL,FL_Taylor
Taylor,78,2020-01-09,FL,FL_Taylor
Taylor,81,2020-01-10,FL,FL_Taylor
Taylor,83,2020-01-11,FL,FL_Taylor
Taylor,90,2020-01-12,FL,FL_Taylor
Taylor,90,2020-01-13,FL,FL_Taylor
Taylor,85,2020-01-14,FL,FL_Taylor
Taylor,90,2020-01-15,FL,FL_Taylor
Taylor,91,2020-01-16,FL,FL_Taylor
Taylor,95,2020-01-17,FL,FL_Taylor
Taylor,89,2020-01-18,FL,FL_Taylor
Taylor,88,2020-01-19,FL,FL_Taylor
Taylor,87,2020-01-20,FL,FL_Taylor
Taylor,86,2020-01-21,FL,FL_Taylor
Taylor,85,2020-01-22,FL,FL_Taylor
Taylor,81,2020-01-23,FL,FL_Taylor
Taylor,79,2020-01-24,FL,FL_Taylor
Taylor,82,2020-01-25,FL,FL_Taylor
Taylor,81,2020-01-26,FL,FL_Taylor
Taylor,81,2020-01-27,FL,FL_Taylor
Taylor,82,2020-01-28,FL,FL_Taylor
Taylor,85,2020-01-29,FL,FL_Taylor
Taylor,85,2020-01-30,FL,FL_Taylor
Taylor,87,2020-01-31,FL,FL_Taylor
Taylor,89,2020-02-01,FL,FL_Taylor
Taylor,89,2020-02-02,FL,FL_Taylor
Taylor,90,2020-02-03,FL,FL_Taylor
Taylor,89,2020-02-04,FL,FL_Taylor
Taylor,82,2020-02-05,FL,FL_Taylor
Taylor,82,2020-02-06,FL,FL_Taylor
Taylor,85,2020-02-07,FL,FL_Taylor
Taylor,90,2020-02-08,FL,FL_Taylor
Taylor,90,2020-02-09,FL,FL_Taylor
Taylor,91,2020-02-10,FL,FL_Taylor
Taylor,94,2020-02-11,FL,FL_Taylor
Taylor,91,2020-02-12,FL,FL_Taylor
Taylor,89,2020-02-13,FL,FL_Taylor
Taylor,90,2020-02-14,FL,FL_Taylor
Walton,471,2020-01-01,FL,FL_Walton
Walton,471,2020-01-02,FL,FL_Walton
Walton,471,2020-01-03,FL,FL_Walton
Walton,461,2020-01-04,FL,FL_Walton
Walton,456,2020-01-05,FL,FL_Walton
Walton,473,2020-01-06,FL,FL_Walton
Walton,468,2020-01-07,FL,FL_Walton
Walton,480,2020-01-08,FL,FL_Walton
Walton,478,2020-01-09,FL,FL_Walton
Walton,476,2020-01-10,FL,FL_Walton
Walton,470,2020-01-11,FL,FL_Walton
Walton,479,2020-01-12,FL,FL_Walton
Walton,479,2020-01-13,FL,FL_Walton
Walton,477,2020-01-14,FL,FL_Walton
Walton,483,2020-01-15,FL,FL_Walton
Walton,476,2020-01-16,FL,FL_Walton
Walton,476,2020-01-17,FL,FL_Walton
Walton,473,2020-01-18,FL,FL_Walton
Walton,474,2020-01-19,FL,FL_Walton
Walton,472,2020-01-20,FL,FL_Walton
Walton,476,2020-01-21,FL,FL_Walton
Walton,473,2020-01-22,FL,FL_Walton
Walton,462,2020-01-23,FL,FL_Walton
Walton,459,2020-01-24,FL,FL_Walton
Walton,472,2020-01-25,FL,FL_Walton
Walton,470,2020-01-26,FL,FL_Walton
Walton,465,2020-01-27,FL,FL_Walton
Walton,467,2020-01-28,FL,FL_Walton
Walton,461,2020-01-29,FL,FL_Walton
Walton,456,2020-01-30,FL,FL_Walton
Walton,456,2020-01-31,FL,FL_Walton
Walton,457,2020-02-01,FL,FL_Walton
Walton,458,2020-02-02,FL,FL_Walton
Walton,462,2020-02-03,FL,FL_Walton
Walton,458,2020-02-04,FL,FL_Walton
Walton,465,2020-02-05,FL,FL_Walton
Walton,462,2020-02-06,FL,FL_Walton
Walton,459,2020-02-07,FL,FL_Walton
Walton,448,2020-02-08,FL,FL_Walton
Walton,448,2020-02-09,FL,FL_Walton
Walton,450,2020-02-10,FL,FL_Walton
Walton,451,2020-02-11,FL,FL_Walton
Walton,463,2020-02-12,FL,FL_Walton
Walton,464,2020-02-13,FL,FL_Walton
Walton,459,2020-02-14,FL,FL_Walton
Walton,450,2020-02-16,FL,FL_Walton
Walton,450,2020-02-17,FL,FL_Walton
Walton,454,2020-02-18,FL,FL_Walton
Walton,452,2020-02-19,FL,FL_Walton
Walton,449,2020-02-20,FL,FL_Walton
Walton,448,2020-02-21,FL,FL_Walton
Walton,462,2020-02-22,FL,FL_Walton
Walton,464,2020-02-23,FL,FL_Walton
Walton,453,2020-02-24,FL,FL_Walton
Walton,455,2020-02-25,FL,FL_Walton
Walton,453,2020-02-26,FL,FL_Walton
Walton,446,2020-02-27,FL,FL_Walton
Walton,444,2020-02-28,FL,FL_Walton
Walton,442,2020-02-29,FL,FL_Walton
Walton,447,2020-03-01,FL,FL_Walton
Walton,452,2020-03-02,FL,FL_Walton
Walton,450,2020-03-03,FL,FL_Walton
Walton,461,2020-03-04,FL,FL_Walton
Walton,457,2020-03-05,FL,FL_Walton
Walton,452,2020-03-06,FL,FL_Walton
Walton,435,2020-03-07,FL,FL_Walton
Walton,437,2020-03-08,FL,FL_Walton
Walton,438,2020-03-09,FL,FL_Walton
Walton,435,2020-03-10,FL,FL_Walton
Walton,444,2020-03-11,FL,FL_Walton
Walton,441,2020-03-12,FL,FL_Walton
Walton,438,2020-03-13,FL,FL_Walton
Walton,439,2020-03-14,FL,FL_Walton
Walton,436,2020-03-15,FL,FL_Walton
Athens_Clarke,120,2020-02-25,GA,GA_Athens_Clarke
Athens_Clarke,120,2020-02-26,GA,GA_Athens_Clarke
Athens_Clarke,127,2020-02-27,GA,GA_Athens_Clarke
Athens_Clarke,133,2020-02-28,GA,GA_Athens_Clarke
Bartow,589,2020-01-01,GA,GA_Bartow
Bartow,595,2020-01-02,GA,GA_Bartow
Bartow,598,2020-01-03,GA,GA_Bartow
Bartow,605,2020-01-04,GA,GA_Bartow
Bartow,605,2020-01-05,GA,GA_Bartow
Bartow,608,2020-01-06,GA,GA_Bartow
Bartow,607,2020-01-07,GA,GA_Bartow
Bartow,597,2020-01-08,GA,GA_Bartow
Bartow,607,2020-01-09,GA,GA_Bartow
Bartow,605,2020-01-10,GA,GA_Bartow
Bartow,610,2020-01-11,GA,GA_Bartow
Bartow,613,2020-01-12,GA,GA_Bartow
Bartow,610,2020-01-13,GA,GA_Bartow
Bartow,610,2020-01-14,GA,GA_Bartow
Bartow,607,2020-01-15,GA,GA_Bartow
Bartow,610,2020-01-16,GA,GA_Bartow
Bartow,614,2020-01-17,GA,GA_Bartow
Bartow,614,2020-01-18,GA,GA_Bartow
Bartow,617,2020-01-19,GA,GA_Bartow
Bartow,617,2020-01-20,GA,GA_Bartow
Bartow,613,2020-01-21,GA,GA_Bartow
Bartow,617,2020-01-22,GA,GA_Bartow
Bartow,623,2020-01-23,GA,GA_Bartow
Bartow,629,2020-01-24,GA,GA_Bartow
Bartow,631,2020-01-25,GA,GA_Bartow
Bartow,637,2020-01-26,GA,GA_Bartow
Bartow,634,2020-01-27,GA,GA_Bartow
Bartow,650,2020-01-28,GA,GA_Bartow
Bartow,638,2020-01-29,GA,GA_Bartow
Bartow,645,2020-01-30,GA,GA_Bartow
Bartow,643,2020-01-31,GA,GA_Bartow
Bartow,649,2020-02-01,GA,GA_Bartow
Bartow,641,2020-02-02,GA,GA_Bartow
Bartow,641,2020-02-03,GA,GA_Bartow
Bartow,639,2020-02-04,GA,GA_Bartow
Bartow,642,2020-02-05,GA,GA_Bartow
Bartow,643,2020-02-06,GA,GA_Bartow
Bartow,647,2020-02-07,GA,GA_Bartow
Bartow,650,2020-02-08,GA,GA_Bartow
Bartow,652,2020-02-09,GA,GA_Bartow
Bartow,649,2020-02-10,GA,GA_Bartow
Bartow,650,2020-02-11,GA,GA_Bartow
Bartow,650,2020-02-12,GA,GA_Bartow
Bartow,647,2020-02-13,GA,GA_Bartow
Bartow,651,2020-02-14,GA,GA_Bartow
Bartow,662,2020-02-16,GA,GA_Bartow
Bartow,660,2020-02-17,GA,GA_Bartow
Bartow,659,2020-02-18,GA,GA_Bartow
