State,County,Facility_Name,Facility_Identifier,Scrape_Date,Race,Race_Population,Race_Change,Race_Proportion,Total_Population,Total_Change
LA,Morehouse,Morehouse Parish Jail/Annex,LA_Morehouse,3/16/20,other,3,,0.006493506,462,
LA,Morehouse,Morehouse Parish Jail/Annex,LA_Morehouse,3/16/20,white,149,,0.322510823,462,
LA,Morehouse,Morehouse Parish Jail/Annex,LA_Morehouse,4/12/20,black,307,-0.009677419,0.680709534,451,-0.023809524
LA,Morehouse,Morehouse Parish Jail/Annex,LA_Morehouse,4/12/20,hispanic,0,,0,451,-0.023809524
LA,Morehouse,Morehouse Parish Jail/Annex,LA_Morehouse,4/12/20,other,3,0,0.006651885,451,-0.023809524
LA,Morehouse,Morehouse Parish Jail/Annex,LA_Morehouse,4/12/20,white,141,-0.053691275,0.312638581,451,-0.023809524
LA,Oakdale,Oakdale City Jail,LA_Oakdale,3/16/20,black,0,,0,1,
LA,Oakdale,Oakdale City Jail,LA_Oakdale,3/16/20,hispanic,0,,0,1,
LA,Oakdale,Oakdale City Jail,LA_Oakdale,3/16/20,other,0,,0,1,
LA,Oakdale,Oakdale City Jail,LA_Oakdale,3/16/20,white,1,,1,1,
LA,Oakdale,Oakdale City Jail,LA_Oakdale,4/12/20,black,0,,0,1,0
LA,Oakdale,Oakdale City Jail,LA_Oakdale,4/12/20,hispanic,0,,0,1,0
LA,Oakdale,Oakdale City Jail,LA_Oakdale,4/12/20,other,0,,0,1,0
LA,Oakdale,Oakdale City Jail,LA_Oakdale,4/12/20,white,1,0,1,1,0
LA,Ouachita,Ouachita Parish Corr. Center & Transitional Work Release Program,LA_Ouachita,3/16/20,black,670,,0.586690018,1142,
LA,Ouachita,Ouachita Parish Corr. Center & Transitional Work Release Program,LA_Ouachita,3/16/20,hispanic,12,,0.010507881,1142,
LA,Ouachita,Ouachita Parish Corr. Center & Transitional Work Release Program,LA_Ouachita,3/16/20,other,0,,0,1142,
LA,Ouachita,Ouachita Parish Corr. Center & Transitional Work Release Program,LA_Ouachita,3/16/20,white,460,,0.402802102,1142,
LA,Ouachita,Ouachita Parish Corr. Center & Transitional Work Release Program,LA_Ouachita,4/12/20,black,628,-0.062686567,0.629258517,998,-0.126094571
LA,Ouachita,Ouachita Parish Corr. Center & Transitional Work Release Program,LA_Ouachita,4/12/20,hispanic,10,-0.166666667,0.01002004,998,-0.126094571
LA,Ouachita,Ouachita Parish Corr. Center & Transitional Work Release Program,LA_Ouachita,4/12/20,other,0,,0,998,-0.126094571
LA,Ouachita,Ouachita Parish Corr. Center & Transitional Work Release Program,LA_Ouachita,4/12/20,white,360,-0.217391304,0.360721443,998,-0.126094571
LA,Pointe Coupee,Pointe Coupee Parish Det. Ctr.,LA_Pointe Coupee,3/16/20,black,59,,0.641304348,92,
LA,Pointe Coupee,Pointe Coupee Parish Det. Ctr.,LA_Pointe Coupee,3/16/20,hispanic,0,,0,92,
LA,Pointe Coupee,Pointe Coupee Parish Det. Ctr.,LA_Pointe Coupee,3/16/20,other,1,,0.010869565,92,
LA,Pointe Coupee,Pointe Coupee Parish Det. Ctr.,LA_Pointe Coupee,3/16/20,white,32,,0.347826087,92,
LA,Pointe Coupee,Pointe Coupee Parish Det. Ctr.,LA_Pointe Coupee,4/12/20,black,56,-0.050847458,0.674698795,83,-0.097826087
LA,Pointe Coupee,Pointe Coupee Parish Det. Ctr.,LA_Pointe Coupee,4/12/20,hispanic,0,,0,83,-0.097826087
LA,Pointe Coupee,Pointe Coupee Parish Det. Ctr.,LA_Pointe Coupee,4/12/20,other,0,-1,0,83,-0.097826087
LA,Pointe Coupee,Pointe Coupee Parish Det. Ctr.,LA_Pointe Coupee,4/12/20,white,27,-0.15625,0.325301205,83,-0.097826087
LA,Red River,Red River Parish Jail,LA_Red River,3/16/20,black,27,,0.428571429,63,
LA,Red River,Red River Parish Jail,LA_Red River,3/16/20,hispanic,0,,0,63,
LA,Red River,Red River Parish Jail,LA_Red River,3/16/20,other,1,,0.015873016,63,
LA,Red River,Red River Parish Jail,LA_Red River,3/16/20,white,35,,0.555555556,63,
LA,Red River,Red River Parish Jail,LA_Red River,4/12/20,black,25,-0.074074074,0.446428571,56,-0.111111111
LA,Red River,Red River Parish Jail,LA_Red River,4/12/20,hispanic,0,,0,56,-0.111111111
LA,Red River,Red River Parish Jail,LA_Red River,4/12/20,other,1,0,0.017857143,56,-0.111111111
LA,Red River,Red River Parish Jail,LA_Red River,4/12/20,white,30,-0.142857143,0.535714286,56,-0.111111111
LA,Sabine,Sabine Parish Detention Center & Women's Jail,LA_Sabine,3/16/20,black,72,,0.365482234,197,
LA,Sabine,Sabine Parish Detention Center & Women's Jail,LA_Sabine,3/16/20,hispanic,0,,0,197,
LA,Sabine,Sabine Parish Detention Center & Women's Jail,LA_Sabine,3/16/20,other,1,,0.005076142,197,
LA,Sabine,Sabine Parish Detention Center & Women's Jail,LA_Sabine,3/16/20,white,124,,0.629441624,197,
LA,Sabine,Sabine Parish Detention Center & Women's Jail,LA_Sabine,4/12/20,black,62,-0.138888889,0.373493976,166,-0.157360406
LA,Sabine,Sabine Parish Detention Center & Women's Jail,LA_Sabine,4/12/20,hispanic,0,,0,166,-0.157360406
LA,Sabine,Sabine Parish Detention Center & Women's Jail,LA_Sabine,4/12/20,other,1,0,0.006024096,166,-0.157360406
LA,Sabine,Sabine Parish Detention Center & Women's Jail,LA_Sabine,4/12/20,white,103,-0.169354839,0.620481928,166,-0.157360406
LA,Shreveport,Shreveport City Jail,LA_Shreveport,3/16/20,black,46,,0.867924528,53,
LA,Shreveport,Shreveport City Jail,LA_Shreveport,3/16/20,hispanic,0,,0,53,
LA,Shreveport,Shreveport City Jail,LA_Shreveport,3/16/20,other,1,,0.018867925,53,
LA,Shreveport,Shreveport City Jail,LA_Shreveport,3/16/20,white,6,,0.113207547,53,
LA,Shreveport,Shreveport City Jail,LA_Shreveport,4/12/20,black,11,-0.760869565,0.846153846,13,-0.754716981
LA,Shreveport,Shreveport City Jail,LA_Shreveport,4/12/20,hispanic,0,,0,13,-0.754716981
LA,Shreveport,Shreveport City Jail,LA_Shreveport,4/12/20,other,0,-1,0,13,-0.754716981
LA,Shreveport,Shreveport City Jail,LA_Shreveport,4/12/20,white,2,-0.666666667,0.153846154,13,-0.754716981
LA,St_Charles,Nelson Coleman Correctional Center,LA_St_Charles,3/16/20,black,312,,0.668094218,467,
LA,St_Charles,Nelson Coleman Correctional Center,LA_St_Charles,3/16/20,hispanic,0,,0,467,
LA,St_Charles,Nelson Coleman Correctional Center,LA_St_Charles,3/16/20,other,6,,0.012847966,467,
LA,St_Charles,Nelson Coleman Correctional Center,LA_St_Charles,3/16/20,white,149,,0.319057816,467,
LA,St_Charles,Nelson Coleman Correctional Center,LA_St_Charles,4/12/20,black,289,-0.073717949,0.676814988,427,-0.085653105
LA,St_Charles,Nelson Coleman Correctional Center,LA_St_Charles,4/12/20,hispanic,0,,0,427,-0.085653105
LA,St_Charles,Nelson Coleman Correctional Center,LA_St_Charles,4/12/20,other,6,0,0.014051522,427,-0.085653105
LA,St_Charles,Nelson Coleman Correctional Center,LA_St_Charles,4/12/20,white,132,-0.11409396,0.309133489,427,-0.085653105
LA,St_James,St. James Parish Jail,LA_St_James,3/16/20,black,46,,0.741935484,62,
LA,St_James,St. James Parish Jail,LA_St_James,3/16/20,hispanic,0,,0,62,
LA,St_James,St. James Parish Jail,LA_St_James,3/16/20,other,0,,0,62,
LA,St_James,St. James Parish Jail,LA_St_James,3/16/20,white,16,,0.258064516,62,
LA,St_James,St. James Parish Jail,LA_St_James,4/12/20,black,38,-0.173913043,0.76,50,-0.193548387
LA,St_James,St. James Parish Jail,LA_St_James,4/12/20,hispanic,0,,0,50,-0.193548387
LA,St_James,St. James Parish Jail,LA_St_James,4/12/20,other,0,,0,50,-0.193548387
LA,St_James,St. James Parish Jail,LA_St_James,4/12/20,white,12,-0.25,0.24,50,-0.193548387
LA,St_John,St. John Parish Corr. Ctr.,LA_St_John,3/16/20,black,110,,0.700636943,157,
LA,St_John,St. John Parish Corr. Ctr.,LA_St_John,3/16/20,hispanic,0,,0,157,
LA,St_John,St. John Parish Corr. Ctr.,LA_St_John,3/16/20,other,2,,0.012738854,157,
LA,St_John,St. John Parish Corr. Ctr.,LA_St_John,3/16/20,white,45,,0.286624204,157,
LA,St_John,St. John Parish Corr. Ctr.,LA_St_John,4/12/20,black,100,-0.090909091,0.729927007,137,-0.127388535
LA,St_John,St. John Parish Corr. Ctr.,LA_St_John,4/12/20,hispanic,0,,0,137,-0.127388535
LA,St_John,St. John Parish Corr. Ctr.,LA_St_John,4/12/20,other,3,0.5,0.02189781,137,-0.127388535
LA,St_John,St. John Parish Corr. Ctr.,LA_St_John,4/12/20,white,34,-0.244444444,0.248175182,137,-0.127388535
LA,St_Mary,St. Mary Parish Law Enf. Ctr.,LA_St_Mary,3/16/20,black,137,,0.600877193,228,
LA,St_Mary,St. Mary Parish Law Enf. Ctr.,LA_St_Mary,3/16/20,hispanic,0,,0,228,
LA,St_Mary,St. Mary Parish Law Enf. Ctr.,LA_St_Mary,3/16/20,other,1,,0.004385965,228,
LA,St_Mary,St. Mary Parish Law Enf. Ctr.,LA_St_Mary,3/16/20,white,90,,0.394736842,228,
LA,St_Mary,St. Mary Parish Law Enf. Ctr.,LA_St_Mary,4/12/20,black,114,-0.167883212,0.619565217,184,-0.192982456
LA,St_Mary,St. Mary Parish Law Enf. Ctr.,LA_St_Mary,4/12/20,hispanic,0,,0,184,-0.192982456
LA,St_Mary,St. Mary Parish Law Enf. Ctr.,LA_St_Mary,4/12/20,other,0,-1,0,184,-0.192982456
LA,St_Mary,St. Mary Parish Law Enf. Ctr.,LA_St_Mary,4/12/20,white,70,-0.222222222,0.380434783,184,-0.192982456
LA,Sulphur,Sulphur City Jail,LA_Sulphur,3/16/20,black,0,,0,10,
LA,Sulphur,Sulphur City Jail,LA_Sulphur,3/16/20,hispanic,0,,0,10,
LA,Sulphur,Sulphur City Jail,LA_Sulphur,3/16/20,other,0,,0,10,
LA,Sulphur,Sulphur City Jail,LA_Sulphur,3/16/20,white,10,,1,10,
LA,Sulphur,Sulphur City Jail,LA_Sulphur,4/12/20,black,0,,0,6,-0.4
LA,Sulphur,Sulphur City Jail,LA_Sulphur,4/12/20,hispanic,0,,0,6,-0.4
LA,Sulphur,Sulphur City Jail,LA_Sulphur,4/12/20,other,0,,0,6,-0.4
LA,Sulphur,Sulphur City Jail,LA_Sulphur,4/12/20,white,6,-0.4,1,6,-0.4
LA,Tangipahoa,Tangipahoa Parish Prison,LA_Tangipahoa,3/16/20,black,336,,0.596802842,563,
LA,Tangipahoa,Tangipahoa Parish Prison,LA_Tangipahoa,3/16/20,hispanic,0,,0,563,
LA,Tangipahoa,Tangipahoa Parish Prison,LA_Tangipahoa,3/16/20,other,2,,0.003552398,563,
LA,Tangipahoa,Tangipahoa Parish Prison,LA_Tangipahoa,3/16/20,white,225,,0.39964476,563,
LA,Tangipahoa,Tangipahoa Parish Prison,LA_Tangipahoa,4/12/20,black,300,-0.107142857,0.628930818,477,-0.152753108
LA,Tangipahoa,Tangipahoa Parish Prison,LA_Tangipahoa,4/12/20,hispanic,0,,0,477,-0.152753108
LA,Tangipahoa,Tangipahoa Parish Prison,LA_Tangipahoa,4/12/20,other,0,-1,0,477,-0.152753108
LA,Tangipahoa,Tangipahoa Parish Prison,LA_Tangipahoa,4/12/20,white,177,-0.213333333,0.371069182,477,-0.152753108
LA,Tensas,Tensas Parish Sheriff.s Office,LA_Tensas,3/16/20,black,13,,0.619047619,21,
LA,Tensas,Tensas Parish Sheriff.s Office,LA_Tensas,3/16/20,hispanic,0,,0,21,
LA,Tensas,Tensas Parish Sheriff.s Office,LA_Tensas,3/16/20,other,0,,0,21,
LA,Tensas,Tensas Parish Sheriff.s Office,LA_Tensas,3/16/20,white,8,,0.380952381,21,
LA,Tensas,Tensas Parish Sheriff.s Office,LA_Tensas,4/12/20,black,12,-0.076923077,0.666666667,18,-0.142857143
LA,Tensas,Tensas Parish Sheriff.s Office,LA_Tensas,4/12/20,hispanic,0,,0,18,-0.142857143
LA,Tensas,Tensas Parish Sheriff.s Office,LA_Tensas,4/12/20,other,0,,0,18,-0.142857143
LA,Tensas,Tensas Parish Sheriff.s Office,LA_Tensas,4/12/20,white,6,-0.25,0.333333333,18,-0.142857143
LA,Terrebonne,Terrebonne Parish Jail,LA_Terrebonne,3/16/20,black,304,,0.471317829,645,
LA,Terrebonne,Terrebonne Parish Jail,LA_Terrebonne,3/16/20,hispanic,0,,0,645,
LA,Terrebonne,Terrebonne Parish Jail,LA_Terrebonne,3/16/20,other,27,,0.041860465,645,
LA,Terrebonne,Terrebonne Parish Jail,LA_Terrebonne,3/16/20,white,314,,0.486821705,645,
LA,Terrebonne,Terrebonne Parish Jail,LA_Terrebonne,4/12/20,black,282,-0.072368421,0.488734835,577,-0.105426357
LA,Terrebonne,Terrebonne Parish Jail,LA_Terrebonne,4/12/20,hispanic,0,,0,577,-0.105426357
LA,Terrebonne,Terrebonne Parish Jail,LA_Terrebonne,4/12/20,other,23,-0.148148148,0.039861352,577,-0.105426357
LA,Terrebonne,Terrebonne Parish Jail,LA_Terrebonne,4/12/20,white,272,-0.133757962,0.471403813,577,-0.105426357
LA,Vermilion,Vermillion Parish Law Enf. Ctr.,LA_Vermilion,3/16/20,black,67,,0.446666667,150,
LA,Vermilion,Vermillion Parish Law Enf. Ctr.,LA_Vermilion,3/16/20,hispanic,0,,0,150,
LA,Vermilion,Vermillion Parish Law Enf. Ctr.,LA_Vermilion,3/16/20,other,4,,0.026666667,150,
LA,Vermilion,Vermillion Parish Law Enf. Ctr.,LA_Vermilion,3/16/20,white,79,,0.526666667,150,
LA,Vermilion,Vermillion Parish Law Enf. Ctr.,LA_Vermilion,4/12/20,black,58,-0.134328358,0.453125,128,-0.146666667
LA,Vermilion,Vermillion Parish Law Enf. Ctr.,LA_Vermilion,4/12/20,hispanic,0,,0,128,-0.146666667
LA,Vermilion,Vermillion Parish Law Enf. Ctr.,LA_Vermilion,4/12/20,other,4,0,0.03125,128,-0.146666667
LA,Vermilion,Vermillion Parish Law Enf. Ctr.,LA_Vermilion,4/12/20,white,66,-0.164556962,0.515625,128,-0.146666667
LA,Vernon,Vernon Parish Corr. Fac. & Jail,LA_Vernon,3/16/20,black,32,,0.246153846,130,
LA,Vernon,Vernon Parish Corr. Fac. & Jail,LA_Vernon,3/16/20,hispanic,0,,0,130,
LA,Vernon,Vernon Parish Corr. Fac. & Jail,LA_Vernon,3/16/20,other,2,,0.015384615,130,
LA,Vernon,Vernon Parish Corr. Fac. & Jail,LA_Vernon,3/16/20,white,96,,0.738461538,130,
LA,Vernon,Vernon Parish Corr. Fac. & Jail,LA_Vernon,4/12/20,black,26,-0.1875,0.285714286,91,-0.3
LA,Vernon,Vernon Parish Corr. Fac. & Jail,LA_Vernon,4/12/20,hispanic,0,,0,91,-0.3
LA,Vernon,Vernon Parish Corr. Fac. & Jail,LA_Vernon,4/12/20,other,1,-0.5,0.010989011,91,-0.3
LA,Vernon,Vernon Parish Corr. Fac. & Jail,LA_Vernon,4/12/20,white,64,-0.333333333,0.703296703,91,-0.3
LA,Ville_Platte,Ville Platte Jail,LA_Ville_Platte,3/16/20,black,10,,0.769230769,13,
LA,Ville_Platte,Ville Platte Jail,LA_Ville_Platte,3/16/20,hispanic,0,,0,13,
LA,Ville_Platte,Ville Platte Jail,LA_Ville_Platte,3/16/20,other,0,,0,13,
LA,Ville_Platte,Ville Platte Jail,LA_Ville_Platte,3/16/20,white,3,,0.230769231,13,
LA,Ville_Platte,Ville Platte Jail,LA_Ville_Platte,4/12/20,black,13,0.3,0.764705882,17,0.307692308
LA,Ville_Platte,Ville Platte Jail,LA_Ville_Platte,4/12/20,hispanic,0,,0,17,0.307692308
LA,Ville_Platte,Ville Platte Jail,LA_Ville_Platte,4/12/20,other,0,,0,17,0.307692308
LA,Ville_Platte,Ville Platte Jail,LA_Ville_Platte,4/12/20,white,4,0.333333333,0.235294118,17,0.307692308
LA,Washington,Washington Parish Jail,LA_Washington,3/16/20,black,58,,0.3625,160,
LA,Washington,Washington Parish Jail,LA_Washington,3/16/20,hispanic,0,,0,160,
LA,Washington,Washington Parish Jail,LA_Washington,3/16/20,other,4,,0.025,160,
LA,Washington,Washington Parish Jail,LA_Washington,3/16/20,white,98,,0.6125,160,
LA,Washington,Washington Parish Jail,LA_Washington,4/12/20,black,49,-0.155172414,0.422413793,116,-0.275
LA,Washington,Washington Parish Jail,LA_Washington,4/12/20,hispanic,0,,0,116,-0.275
LA,Washington,Washington Parish Jail,LA_Washington,4/12/20,other,4,0,0.034482759,116,-0.275
LA,Washington,Washington Parish Jail,LA_Washington,4/12/20,white,63,-0.357142857,0.543103448,116,-0.275
LA,West Feliciana,West Feliciana Parish Jail,LA_West Feliciana,3/16/20,black,20,,0.666666667,30,
LA,West Feliciana,West Feliciana Parish Jail,LA_West Feliciana,3/16/20,hispanic,0,,0,30,
LA,West Feliciana,West Feliciana Parish Jail,LA_West Feliciana,3/16/20,other,0,,0,30,
LA,West Feliciana,West Feliciana Parish Jail,LA_West Feliciana,3/16/20,white,10,,0.333333333,30,
LA,West Feliciana,West Feliciana Parish Jail,LA_West Feliciana,4/12/20,black,8,-0.6,0.533333333,15,-0.5
LA,West Feliciana,West Feliciana Parish Jail,LA_West Feliciana,4/12/20,hispanic,0,,0,15,-0.5
LA,West Feliciana,West Feliciana Parish Jail,LA_West Feliciana,4/12/20,other,0,,0,15,-0.5
LA,West Feliciana,West Feliciana Parish Jail,LA_West Feliciana,4/12/20,white,7,-0.3,0.466666667,15,-0.5
LA,West_Baton_Rouge,West Baton Rouge Parish Jail & Work Release,LA_West_Baton_Rouge,3/16/20,black,211,,0.66984127,315,
LA,West_Baton_Rouge,West Baton Rouge Parish Jail & Work Release,LA_West_Baton_Rouge,3/16/20,hispanic,0,,0,315,
LA,West_Baton_Rouge,West Baton Rouge Parish Jail & Work Release,LA_West_Baton_Rouge,3/16/20,other,7,,0.022222222,315,
LA,West_Baton_Rouge,West Baton Rouge Parish Jail & Work Release,LA_West_Baton_Rouge,3/16/20,white,97,,0.307936508,315,
LA,West_Baton_Rouge,West Baton Rouge Parish Jail & Work Release,LA_West_Baton_Rouge,4/12/20,black,185,-0.123222749,0.680147059,272,-0.136507937
LA,West_Baton_Rouge,West Baton Rouge Parish Jail & Work Release,LA_West_Baton_Rouge,4/12/20,hispanic,0,,0,272,-0.136507937
LA,West_Baton_Rouge,West Baton Rouge Parish Jail & Work Release,LA_West_Baton_Rouge,4/12/20,other,4,-0.428571429,0.014705882,272,-0.136507937
LA,West_Baton_Rouge,West Baton Rouge Parish Jail & Work Release,LA_West_Baton_Rouge,4/12/20,white,83,-0.144329897,0.305147059,272,-0.136507937
LA,Winnfield,Winnfield City Jail,LA_Winnfield,3/16/20,black,13,,0.565217391,23,
LA,Winnfield,Winnfield City Jail,LA_Winnfield,3/16/20,hispanic,0,,0,23,
LA,Winnfield,Winnfield City Jail,LA_Winnfield,3/16/20,other,1,,0.043478261,23,
LA,Winnfield,Winnfield City Jail,LA_Winnfield,3/16/20,white,9,,0.391304348,23,
LA,Winnfield,Winnfield City Jail,LA_Winnfield,4/12/20,black,13,0,0.619047619,21,-0.086956522
LA,Winnfield,Winnfield City Jail,LA_Winnfield,4/12/20,hispanic,0,,0,21,-0.086956522
LA,Winnfield,Winnfield City Jail,LA_Winnfield,4/12/20,other,1,0,0.047619048,21,-0.086956522
LA,Winnfield,Winnfield City Jail,LA_Winnfield,4/12/20,white,7,-0.222222222,0.333333333,21,-0.086956522
MD,Allegany,Allegany Co. Det. Ctr.,MD_Allegany,3/16/20,black,42,,0.21,200,
MD,Allegany,Allegany Co. Det. Ctr.,MD_Allegany,3/16/20,hispanic,0,,0,200,
MD,Allegany,Allegany Co. Det. Ctr.,MD_Allegany,3/16/20,other,1,,0.005,200,
MD,Allegany,Allegany Co. Det. Ctr.,MD_Allegany,3/16/20,white,157,,0.785,200,
MD,Allegany,Allegany Co. Det. Ctr.,MD_Allegany,4/12/20,black,33,-0.214285714,0.248120301,133,-0.335
MD,Allegany,Allegany Co. Det. Ctr.,MD_Allegany,4/12/20,hispanic,0,,0,133,-0.335
MD,Allegany,Allegany Co. Det. Ctr.,MD_Allegany,4/12/20,other,2,1,0.015037594,133,-0.335
MD,Allegany,Allegany Co. Det. Ctr.,MD_Allegany,4/12/20,white,98,-0.375796178,0.736842105,133,-0.335
MD,Prince_Georges,Prince Georges County Correctional Center,MD_Prince_Georges,3/16/20,black,723,,0.810538117,892,
MD,Prince_Georges,Prince Georges County Correctional Center,MD_Prince_Georges,3/16/20,hispanic,11,,0.012331839,892,
MD,Prince_Georges,Prince Georges County Correctional Center,MD_Prince_Georges,3/16/20,other,101,,0.1132287,892,
MD,Prince_Georges,Prince Georges County Correctional Center,MD_Prince_Georges,3/16/20,white,57,,0.063901345,892,
MD,Prince_Georges,Prince Georges County Correctional Center,MD_Prince_Georges,4/12/20,black,598,-0.172890733,0.804845222,743,-0.167040359
MD,Prince_Georges,Prince Georges County Correctional Center,MD_Prince_Georges,4/12/20,hispanic,7,-0.363636364,0.009421265,743,-0.167040359
MD,Prince_Georges,Prince Georges County Correctional Center,MD_Prince_Georges,4/12/20,other,89,-0.118811881,0.119784657,743,-0.167040359
MD,Prince_Georges,Prince Georges County Correctional Center,MD_Prince_Georges,4/12/20,white,49,-0.140350877,0.065948856,743,-0.167040359
MI,Delta,Delta Co. Jail,MI_Delta,3/16/20,black,4,,0.032,125,
MI,Delta,Delta Co. Jail,MI_Delta,3/16/20,hispanic,0,,0,125,
MI,Delta,Delta Co. Jail,MI_Delta,3/16/20,other,20,,0.16,125,
MI,Delta,Delta Co. Jail,MI_Delta,3/16/20,white,101,,0.808,125,
MI,Delta,Delta Co. Jail,MI_Delta,4/12/20,black,4,0,0.047619048,84,-0.328
MI,Delta,Delta Co. Jail,MI_Delta,4/12/20,hispanic,0,,0,84,-0.328
MI,Delta,Delta Co. Jail,MI_Delta,4/12/20,other,16,-0.2,0.19047619,84,-0.328
MI,Delta,Delta Co. Jail,MI_Delta,4/12/20,white,64,-0.366336634,0.761904762,84,-0.328
MN,Kanabec,Kanabec Co. Jail,MN_Kanabec,3/16/20,black,0,,0,40,
MN,Kanabec,Kanabec Co. Jail,MN_Kanabec,3/16/20,hispanic,0,,0,40,
MN,Kanabec,Kanabec Co. Jail,MN_Kanabec,3/16/20,other,12,,0.3,40,
MN,Kanabec,Kanabec Co. Jail,MN_Kanabec,3/16/20,white,28,,0.7,40,
MN,Kanabec,Kanabec Co. Jail,MN_Kanabec,4/12/20,black,0,,0,20,-0.5
MN,Kanabec,Kanabec Co. Jail,MN_Kanabec,4/12/20,hispanic,0,,0,20,-0.5
MN,Kanabec,Kanabec Co. Jail,MN_Kanabec,4/12/20,other,11,-0.083333333,0.55,20,-0.5
MN,Kanabec,Kanabec Co. Jail,MN_Kanabec,4/12/20,white,9,-0.678571429,0.45,20,-0.5
MN,Wright,Wright Co. Jail,MN_Wright,3/16/20,black,37,,0.207865169,178,
MN,Wright,Wright Co. Jail,MN_Wright,3/16/20,hispanic,0,,0,178,
MN,Wright,Wright Co. Jail,MN_Wright,3/16/20,other,16,,0.08988764,178,
MN,Wright,Wright Co. Jail,MN_Wright,3/16/20,white,125,,0.702247191,178,
MN,Wright,Wright Co. Jail,MN_Wright,4/12/20,black,30,-0.189189189,0.283018868,106,-0.404494382
MN,Wright,Wright Co. Jail,MN_Wright,4/12/20,hispanic,0,,0,106,-0.404494382
MN,Wright,Wright Co. Jail,MN_Wright,4/12/20,other,9,-0.4375,0.08490566,106,-0.404494382
MN,Wright,Wright Co. Jail,MN_Wright,4/12/20,white,67,-0.464,0.632075472,106,-0.404494382
MO,Barry,Barry County Jail,MO_Barry,3/16/20,black,3,,0.058823529,51,
MO,Barry,Barry County Jail,MO_Barry,3/16/20,hispanic,3,,0.058823529,51,
MO,Barry,Barry County Jail,MO_Barry,3/16/20,other,2,,0.039215686,51,
MO,Barry,Barry County Jail,MO_Barry,3/16/20,white,43,,0.843137255,51,
MO,Barry,Barry County Jail,MO_Barry,4/12/20,black,1,-0.666666667,0.029411765,34,-0.333333333
MO,Barry,Barry County Jail,MO_Barry,4/12/20,hispanic,2,-0.333333333,0.058823529,34,-0.333333333
MO,Barry,Barry County Jail,MO_Barry,4/12/20,other,0,-1,0,34,-0.333333333
MO,Barry,Barry County Jail,MO_Barry,4/12/20,white,31,-0.279069767,0.911764706,34,-0.333333333
MO,Boone,Boone County Jail,MO_Boone,3/16/20,black,116,,0.464,250,
MO,Boone,Boone County Jail,MO_Boone,3/16/20,hispanic,0,,0,250,
MO,Boone,Boone County Jail,MO_Boone,3/16/20,other,7,,0.028,250,
MO,Boone,Boone County Jail,MO_Boone,3/16/20,white,127,,0.508,250,
MO,Boone,Boone County Jail,MO_Boone,4/12/20,black,92,-0.206896552,0.489361702,188,-0.248
MO,Boone,Boone County Jail,MO_Boone,4/12/20,hispanic,0,,0,188,-0.248
MO,Boone,Boone County Jail,MO_Boone,4/12/20,other,6,-0.142857143,0.031914894,188,-0.248
MO,Boone,Boone County Jail,MO_Boone,4/12/20,white,90,-0.291338583,0.478723404,188,-0.248
MO,Buchanan,Buchanan County Law Enforcement Center,MO_Buchanan,3/16/20,black,32,,0.152380952,210,
MO,Buchanan,Buchanan County Law Enforcement Center,MO_Buchanan,3/16/20,hispanic,0,,0,210,
MO,Buchanan,Buchanan County Law Enforcement Center,MO_Buchanan,3/16/20,other,3,,0.014285714,210,
MO,Buchanan,Buchanan County Law Enforcement Center,MO_Buchanan,3/16/20,white,175,,0.833333333,210,
MO,Buchanan,Buchanan County Law Enforcement Center,MO_Buchanan,4/12/20,black,20,-0.375,0.148148148,135,-0.357142857
MO,Buchanan,Buchanan County Law Enforcement Center,MO_Buchanan,4/12/20,hispanic,0,,0,135,-0.357142857
MO,Buchanan,Buchanan County Law Enforcement Center,MO_Buchanan,4/12/20,other,2,-0.333333333,0.014814815,135,-0.357142857
MO,Buchanan,Buchanan County Law Enforcement Center,MO_Buchanan,4/12/20,white,113,-0.354285714,0.837037037,135,-0.357142857
MO,Cape Girardeau,Cape Girardeau County Jail,MO_Cape Girardeau,3/16/20,black,51,,0.356643357,143,
MO,Cape Girardeau,Cape Girardeau County Jail,MO_Cape Girardeau,3/16/20,hispanic,2,,0.013986014,143,
MO,Cape Girardeau,Cape Girardeau County Jail,MO_Cape Girardeau,3/16/20,other,1,,0.006993007,143,
MO,Cape Girardeau,Cape Girardeau County Jail,MO_Cape Girardeau,3/16/20,white,89,,0.622377622,143,
MO,Cape Girardeau,Cape Girardeau County Jail,MO_Cape Girardeau,4/12/20,black,51,0,0.389312977,131,-0.083916084
MO,Cape Girardeau,Cape Girardeau County Jail,MO_Cape Girardeau,4/12/20,hispanic,0,-1,0,131,-0.083916084
MO,Cape Girardeau,Cape Girardeau County Jail,MO_Cape Girardeau,4/12/20,other,1,0,0.007633588,131,-0.083916084
MO,Cape Girardeau,Cape Girardeau County Jail,MO_Cape Girardeau,4/12/20,white,79,-0.112359551,0.603053435,131,-0.083916084
MO,Clay,Clay County Detention Center,MO_Clay,3/16/20,black,68,,0.217948718,312,
MO,Clay,Clay County Detention Center,MO_Clay,3/16/20,hispanic,0,,0,312,
MO,Clay,Clay County Detention Center,MO_Clay,3/16/20,other,5,,0.016025641,312,
MO,Clay,Clay County Detention Center,MO_Clay,3/16/20,white,239,,0.766025641,312,
MO,Clay,Clay County Detention Center,MO_Clay,4/12/20,black,49,-0.279411765,0.245,200,-0.358974359
