State,County,Facility_Name,Facility_Identifier,Scrape_Date,Race,Race_Population,Race_Change,Race_Proportion,Total_Population,Total_Change
GA,Spalding,Spalding Co. Jail,GA_Spalding,3/16/20,other,2,,0.005449591,367,
GA,Spalding,Spalding Co. Jail,GA_Spalding,3/16/20,white,191,,0.520435967,367,
GA,Spalding,Spalding Co. Jail,GA_Spalding,4/12/20,black,130,-0.252873563,0.505836576,257,-0.29972752
GA,Spalding,Spalding Co. Jail,GA_Spalding,4/12/20,hispanic,0,,0,257,-0.29972752
GA,Spalding,Spalding Co. Jail,GA_Spalding,4/12/20,other,0,-1,0,257,-0.29972752
GA,Spalding,Spalding Co. Jail,GA_Spalding,4/12/20,white,127,-0.335078534,0.494163424,257,-0.29972752
GA,Whitfield,Whitfield Co. Jail,GA_Whitfield,3/16/20,black,50,,0.101419878,493,
GA,Whitfield,Whitfield Co. Jail,GA_Whitfield,3/16/20,hispanic,0,,0,493,
GA,Whitfield,Whitfield Co. Jail,GA_Whitfield,3/16/20,other,1,,0.002028398,493,
GA,Whitfield,Whitfield Co. Jail,GA_Whitfield,3/16/20,white,442,,0.896551724,493,
GA,Whitfield,Whitfield Co. Jail,GA_Whitfield,4/12/20,black,34,-0.32,0.094707521,359,-0.271805274
GA,Whitfield,Whitfield Co. Jail,GA_Whitfield,4/12/20,hispanic,0,,0,359,-0.271805274
GA,Whitfield,Whitfield Co. Jail,GA_Whitfield,4/12/20,other,1,0,0.002785515,359,-0.271805274
GA,Whitfield,Whitfield Co. Jail,GA_Whitfield,4/12/20,white,324,-0.266968326,0.902506964,359,-0.271805274
IA,Clinton,Clinton Co. Jail,IA_Clinton,3/16/20,black,7,,0.137254902,51,
IA,Clinton,Clinton Co. Jail,IA_Clinton,3/16/20,hispanic,0,,0,51,
IA,Clinton,Clinton Co. Jail,IA_Clinton,3/16/20,other,0,,0,51,
IA,Clinton,Clinton Co. Jail,IA_Clinton,3/16/20,white,44,,0.862745098,51,
IA,Clinton,Clinton Co. Jail,IA_Clinton,4/12/20,black,3,-0.571428571,0.115384615,26,-0.490196078
IA,Clinton,Clinton Co. Jail,IA_Clinton,4/12/20,hispanic,0,,0,26,-0.490196078
IA,Clinton,Clinton Co. Jail,IA_Clinton,4/12/20,other,0,,0,26,-0.490196078
IA,Clinton,Clinton Co. Jail,IA_Clinton,4/12/20,white,23,-0.477272727,0.884615385,26,-0.490196078
IA,Dallas,Dallas Co. Corr. Fac.,IA_Dallas,3/16/20,black,3,,0.115384615,26,
IA,Dallas,Dallas Co. Corr. Fac.,IA_Dallas,3/16/20,hispanic,0,,0,26,
IA,Dallas,Dallas Co. Corr. Fac.,IA_Dallas,3/16/20,other,1,,0.038461538,26,
IA,Dallas,Dallas Co. Corr. Fac.,IA_Dallas,3/16/20,white,22,,0.846153846,26,
IA,Dallas,Dallas Co. Corr. Fac.,IA_Dallas,4/12/20,black,2,-0.333333333,0.086956522,23,-0.115384615
IA,Dallas,Dallas Co. Corr. Fac.,IA_Dallas,4/12/20,hispanic,1,inf,0.043478261,23,-0.115384615
IA,Dallas,Dallas Co. Corr. Fac.,IA_Dallas,4/12/20,other,1,0,0.043478261,23,-0.115384615
IA,Dallas,Dallas Co. Corr. Fac.,IA_Dallas,4/12/20,white,19,-0.136363636,0.826086957,23,-0.115384615
IA,Ida,Ida Co. Jail,IA_Ida,3/16/20,black,0,,0,9,
IA,Ida,Ida Co. Jail,IA_Ida,3/16/20,hispanic,0,,0,9,
IA,Ida,Ida Co. Jail,IA_Ida,3/16/20,other,0,,0,9,
IA,Ida,Ida Co. Jail,IA_Ida,3/16/20,white,9,,1,9,
IA,Ida,Ida Co. Jail,IA_Ida,4/12/20,black,1,inf,0.333333333,3,-0.666666667
IA,Ida,Ida Co. Jail,IA_Ida,4/12/20,hispanic,0,,0,3,-0.666666667
IA,Ida,Ida Co. Jail,IA_Ida,4/12/20,other,0,,0,3,-0.666666667
IA,Ida,Ida Co. Jail,IA_Ida,4/12/20,white,2,-0.777777778,0.666666667,3,-0.666666667
IA,Obrien,OBrien Co. Jail,IA_Obrien,3/16/20,black,0,,0,62,
IA,Obrien,OBrien Co. Jail,IA_Obrien,3/16/20,hispanic,0,,0,62,
IA,Obrien,OBrien Co. Jail,IA_Obrien,3/16/20,other,3,,0.048387097,62,
IA,Obrien,OBrien Co. Jail,IA_Obrien,3/16/20,white,59,,0.951612903,62,
IA,Obrien,OBrien Co. Jail,IA_Obrien,4/12/20,black,0,,0,22,-0.64516129
IA,Obrien,OBrien Co. Jail,IA_Obrien,4/12/20,hispanic,0,,0,22,-0.64516129
IA,Obrien,OBrien Co. Jail,IA_Obrien,4/12/20,other,2,-0.333333333,0.090909091,22,-0.64516129
IA,Obrien,OBrien Co. Jail,IA_Obrien,4/12/20,white,20,-0.661016949,0.909090909,22,-0.64516129
IA,Polk,Polk Co. Jail,IA_Polk,3/16/20,black,251,,0.303506651,827,
IA,Polk,Polk Co. Jail,IA_Polk,3/16/20,hispanic,0,,0,827,
IA,Polk,Polk Co. Jail,IA_Polk,3/16/20,other,28,,0.033857316,827,
IA,Polk,Polk Co. Jail,IA_Polk,3/16/20,white,548,,0.662636034,827,
IA,Polk,Polk Co. Jail,IA_Polk,4/12/20,black,158,-0.370517928,0.311637081,507,-0.38694075
IA,Polk,Polk Co. Jail,IA_Polk,4/12/20,hispanic,0,,0,507,-0.38694075
IA,Polk,Polk Co. Jail,IA_Polk,4/12/20,other,12,-0.571428571,0.023668639,507,-0.38694075
IA,Polk,Polk Co. Jail,IA_Polk,4/12/20,white,337,-0.385036496,0.66469428,507,-0.38694075
IA,Scott,Scott Co. Jail & Annex,IA_Scott,3/16/20,black,174,,0.391011236,445,
IA,Scott,Scott Co. Jail & Annex,IA_Scott,3/16/20,hispanic,19,,0.042696629,445,
IA,Scott,Scott Co. Jail & Annex,IA_Scott,3/16/20,other,6,,0.013483146,445,
IA,Scott,Scott Co. Jail & Annex,IA_Scott,3/16/20,white,246,,0.552808989,445,
IA,Scott,Scott Co. Jail & Annex,IA_Scott,4/12/20,black,99,-0.431034483,0.402439024,246,-0.447191011
IA,Scott,Scott Co. Jail & Annex,IA_Scott,4/12/20,hispanic,9,-0.526315789,0.036585366,246,-0.447191011
IA,Scott,Scott Co. Jail & Annex,IA_Scott,4/12/20,other,1,-0.833333333,0.004065041,246,-0.447191011
IA,Scott,Scott Co. Jail & Annex,IA_Scott,4/12/20,white,137,-0.443089431,0.556910569,246,-0.447191011
IA,Story,Story Co. Jail,IA_Story,3/16/20,black,16,,0.246153846,65,
IA,Story,Story Co. Jail,IA_Story,3/16/20,hispanic,0,,0,65,
IA,Story,Story Co. Jail,IA_Story,3/16/20,other,0,,0,65,
IA,Story,Story Co. Jail,IA_Story,3/16/20,white,49,,0.753846154,65,
IA,Story,Story Co. Jail,IA_Story,4/12/20,black,10,-0.375,0.294117647,34,-0.476923077
IA,Story,Story Co. Jail,IA_Story,4/12/20,hispanic,0,,0,34,-0.476923077
IA,Story,Story Co. Jail,IA_Story,4/12/20,other,0,,0,34,-0.476923077
IA,Story,Story Co. Jail,IA_Story,4/12/20,white,24,-0.510204082,0.705882353,34,-0.476923077
ID,Washington,Washington Co. Jail,ID_Washington,3/16/20,black,1,,0.023255814,43,
ID,Washington,Washington Co. Jail,ID_Washington,3/16/20,hispanic,0,,0,43,
ID,Washington,Washington Co. Jail,ID_Washington,3/16/20,other,9,,0.209302326,43,
ID,Washington,Washington Co. Jail,ID_Washington,3/16/20,white,33,,0.76744186,43,
ID,Washington,Washington Co. Jail,ID_Washington,4/12/20,black,0,-1,0,27,-0.372093023
ID,Washington,Washington Co. Jail,ID_Washington,4/12/20,hispanic,0,,0,27,-0.372093023
ID,Washington,Washington Co. Jail,ID_Washington,4/12/20,other,8,-0.111111111,0.296296296,27,-0.372093023
ID,Washington,Washington Co. Jail,ID_Washington,4/12/20,white,19,-0.424242424,0.703703704,27,-0.372093023
IL,Kankakee,Kankakee Detention Center,IL_Kankakee,3/16/20,black,103,,0.62804878,164,
IL,Kankakee,Kankakee Detention Center,IL_Kankakee,3/16/20,hispanic,15,,0.091463415,164,
IL,Kankakee,Kankakee Detention Center,IL_Kankakee,3/16/20,other,0,,0,164,
IL,Kankakee,Kankakee Detention Center,IL_Kankakee,3/16/20,white,46,,0.280487805,164,
IL,Kankakee,Kankakee Detention Center,IL_Kankakee,4/12/20,black,100,-0.029126214,0.628930818,159,-0.030487805
IL,Kankakee,Kankakee Detention Center,IL_Kankakee,4/12/20,hispanic,15,0,0.094339623,159,-0.030487805
IL,Kankakee,Kankakee Detention Center,IL_Kankakee,4/12/20,other,0,,0,159,-0.030487805
IL,Kankakee,Kankakee Detention Center,IL_Kankakee,4/12/20,white,44,-0.043478261,0.27672956,159,-0.030487805
IL,Kankakee_Jerome,Kankakee Co. - Jerome Combs Det. Ctr.,IL_Kankakee_Jerome,3/16/20,black,67,,0.544715447,123,
IL,Kankakee_Jerome,Kankakee Co. - Jerome Combs Det. Ctr.,IL_Kankakee_Jerome,3/16/20,hispanic,8,,0.06504065,123,
IL,Kankakee_Jerome,Kankakee Co. - Jerome Combs Det. Ctr.,IL_Kankakee_Jerome,3/16/20,other,0,,0,123,
IL,Kankakee_Jerome,Kankakee Co. - Jerome Combs Det. Ctr.,IL_Kankakee_Jerome,3/16/20,white,48,,0.390243902,123,
IL,Kankakee_Jerome,Kankakee Co. - Jerome Combs Det. Ctr.,IL_Kankakee_Jerome,4/12/20,black,64,-0.044776119,0.581818182,110,-0.105691057
IL,Kankakee_Jerome,Kankakee Co. - Jerome Combs Det. Ctr.,IL_Kankakee_Jerome,4/12/20,hispanic,12,0.5,0.109090909,110,-0.105691057
IL,Kankakee_Jerome,Kankakee Co. - Jerome Combs Det. Ctr.,IL_Kankakee_Jerome,4/12/20,other,0,,0,110,-0.105691057
IL,Kankakee_Jerome,Kankakee Co. - Jerome Combs Det. Ctr.,IL_Kankakee_Jerome,4/12/20,white,34,-0.291666667,0.309090909,110,-0.105691057
IL,Kendall,Kendall Co. Jail,IL_Kendall,3/16/20,black,58,,0.389261745,149,
IL,Kendall,Kendall Co. Jail,IL_Kendall,3/16/20,hispanic,46,,0.308724832,149,
IL,Kendall,Kendall Co. Jail,IL_Kendall,3/16/20,other,2,,0.013422819,149,
IL,Kendall,Kendall Co. Jail,IL_Kendall,3/16/20,white,43,,0.288590604,149,
IL,Kendall,Kendall Co. Jail,IL_Kendall,4/12/20,black,58,0,0.432835821,134,-0.100671141
IL,Kendall,Kendall Co. Jail,IL_Kendall,4/12/20,hispanic,43,-0.065217391,0.320895522,134,-0.100671141
IL,Kendall,Kendall Co. Jail,IL_Kendall,4/12/20,other,1,-0.5,0.007462687,134,-0.100671141
IL,Kendall,Kendall Co. Jail,IL_Kendall,4/12/20,white,32,-0.255813953,0.23880597,134,-0.100671141
IL,Macon,Macon Co. Jail,IL_Macon,3/16/20,black,168,,0.567567568,296,
IL,Macon,Macon Co. Jail,IL_Macon,3/16/20,hispanic,0,,0,296,
IL,Macon,Macon Co. Jail,IL_Macon,3/16/20,other,1,,0.003378378,296,
IL,Macon,Macon Co. Jail,IL_Macon,3/16/20,white,127,,0.429054054,296,
IL,Macon,Macon Co. Jail,IL_Macon,4/12/20,black,156,-0.071428571,0.631578947,247,-0.165540541
IL,Macon,Macon Co. Jail,IL_Macon,4/12/20,hispanic,0,,0,247,-0.165540541
IL,Macon,Macon Co. Jail,IL_Macon,4/12/20,other,1,0,0.004048583,247,-0.165540541
IL,Macon,Macon Co. Jail,IL_Macon,4/12/20,white,90,-0.291338583,0.36437247,247,-0.165540541
IL,Will,Will Co. Adult Det. Fac.,IL_Will,3/16/20,black,365,,0.533625731,684,
IL,Will,Will Co. Adult Det. Fac.,IL_Will,3/16/20,hispanic,77,,0.112573099,684,
IL,Will,Will Co. Adult Det. Fac.,IL_Will,3/16/20,other,13,,0.019005848,684,
IL,Will,Will Co. Adult Det. Fac.,IL_Will,3/16/20,white,229,,0.334795322,684,
IL,Will,Will Co. Adult Det. Fac.,IL_Will,4/12/20,black,325,-0.109589041,0.555555556,585,-0.144736842
IL,Will,Will Co. Adult Det. Fac.,IL_Will,4/12/20,hispanic,65,-0.155844156,0.111111111,585,-0.144736842
IL,Will,Will Co. Adult Det. Fac.,IL_Will,4/12/20,other,10,-0.230769231,0.017094017,585,-0.144736842
IL,Will,Will Co. Adult Det. Fac.,IL_Will,4/12/20,white,185,-0.192139738,0.316239316,585,-0.144736842
IL,Woodford,Woodford Co. Jail,IL_Woodford,3/16/20,black,11,,0.229166667,48,
IL,Woodford,Woodford Co. Jail,IL_Woodford,3/16/20,hispanic,1,,0.020833333,48,
IL,Woodford,Woodford Co. Jail,IL_Woodford,3/16/20,other,0,,0,48,
IL,Woodford,Woodford Co. Jail,IL_Woodford,3/16/20,white,36,,0.75,48,
IL,Woodford,Woodford Co. Jail,IL_Woodford,4/12/20,black,7,-0.363636364,0.2,35,-0.270833333
IL,Woodford,Woodford Co. Jail,IL_Woodford,4/12/20,hispanic,1,0,0.028571429,35,-0.270833333
IL,Woodford,Woodford Co. Jail,IL_Woodford,4/12/20,other,0,,0,35,-0.270833333
IL,Woodford,Woodford Co. Jail,IL_Woodford,4/12/20,white,27,-0.25,0.771428571,35,-0.270833333
IN,Dearborn,Dearborn Co. Jail,IN_Dearborn,3/16/20,black,9,,0.036734694,245,
IN,Dearborn,Dearborn Co. Jail,IN_Dearborn,3/16/20,hispanic,2,,0.008163265,245,
IN,Dearborn,Dearborn Co. Jail,IN_Dearborn,3/16/20,other,3,,0.012244898,245,
IN,Dearborn,Dearborn Co. Jail,IN_Dearborn,3/16/20,white,231,,0.942857143,245,
IN,Dearborn,Dearborn Co. Jail,IN_Dearborn,4/12/20,black,7,-0.222222222,0.037234043,188,-0.232653061
IN,Dearborn,Dearborn Co. Jail,IN_Dearborn,4/12/20,hispanic,2,0,0.010638298,188,-0.232653061
IN,Dearborn,Dearborn Co. Jail,IN_Dearborn,4/12/20,other,3,0,0.015957447,188,-0.232653061
IN,Dearborn,Dearborn Co. Jail,IN_Dearborn,4/12/20,white,176,-0.238095238,0.936170213,188,-0.232653061
IN,Grant,Grant County Security Complex,IN_Grant,3/16/20,black,79,,0.268707483,294,
IN,Grant,Grant County Security Complex,IN_Grant,3/16/20,hispanic,10,,0.034013605,294,
IN,Grant,Grant County Security Complex,IN_Grant,3/16/20,other,2,,0.006802721,294,
IN,Grant,Grant County Security Complex,IN_Grant,3/16/20,white,203,,0.69047619,294,
IN,Grant,Grant County Security Complex,IN_Grant,4/12/20,black,81,0.025316456,0.298892989,271,-0.078231293
IN,Grant,Grant County Security Complex,IN_Grant,4/12/20,hispanic,10,0,0.036900369,271,-0.078231293
IN,Grant,Grant County Security Complex,IN_Grant,4/12/20,other,2,0,0.007380074,271,-0.078231293
IN,Grant,Grant County Security Complex,IN_Grant,4/12/20,white,178,-0.123152709,0.656826568,271,-0.078231293
IN,Hamilton,Hamilton Co. Jail,IN_Hamilton,3/16/20,black,70,,0.243902439,287,
IN,Hamilton,Hamilton Co. Jail,IN_Hamilton,3/16/20,hispanic,0,,0,287,
IN,Hamilton,Hamilton Co. Jail,IN_Hamilton,3/16/20,other,4,,0.013937282,287,
IN,Hamilton,Hamilton Co. Jail,IN_Hamilton,3/16/20,white,213,,0.742160279,287,
IN,Hamilton,Hamilton Co. Jail,IN_Hamilton,4/12/20,black,58,-0.171428571,0.273584906,212,-0.261324042
IN,Hamilton,Hamilton Co. Jail,IN_Hamilton,4/12/20,hispanic,0,,0,212,-0.261324042
IN,Hamilton,Hamilton Co. Jail,IN_Hamilton,4/12/20,other,2,-0.5,0.009433962,212,-0.261324042
IN,Hamilton,Hamilton Co. Jail,IN_Hamilton,4/12/20,white,152,-0.286384977,0.716981132,212,-0.261324042
IN,Hancock,Hancock Co. Jail,IN_Hancock,3/16/20,black,8,,0.025974026,308,
IN,Hancock,Hancock Co. Jail,IN_Hancock,3/16/20,hispanic,2,,0.006493506,308,
IN,Hancock,Hancock Co. Jail,IN_Hancock,3/16/20,other,241,,0.782467532,308,
IN,Hancock,Hancock Co. Jail,IN_Hancock,3/16/20,white,57,,0.185064935,308,
IN,Hancock,Hancock Co. Jail,IN_Hancock,4/12/20,black,32,3,0.169312169,189,-0.386363636
IN,Hancock,Hancock Co. Jail,IN_Hancock,4/12/20,hispanic,4,1,0.021164021,189,-0.386363636
IN,Hancock,Hancock Co. Jail,IN_Hancock,4/12/20,other,2,-0.991701245,0.010582011,189,-0.386363636
IN,Hancock,Hancock Co. Jail,IN_Hancock,4/12/20,white,151,1.649122807,0.798941799,189,-0.386363636
IN,Hendricks,Hendricks Co. Jail,IN_Hendricks,3/16/20,black,26,,0.092857143,280,
IN,Hendricks,Hendricks Co. Jail,IN_Hendricks,3/16/20,hispanic,3,,0.010714286,280,
IN,Hendricks,Hendricks Co. Jail,IN_Hendricks,3/16/20,other,175,,0.625,280,
IN,Hendricks,Hendricks Co. Jail,IN_Hendricks,3/16/20,white,76,,0.271428571,280,
IN,Hendricks,Hendricks Co. Jail,IN_Hendricks,4/12/20,black,36,0.384615385,0.219512195,164,-0.414285714
IN,Hendricks,Hendricks Co. Jail,IN_Hendricks,4/12/20,hispanic,5,0.666666667,0.030487805,164,-0.414285714
IN,Hendricks,Hendricks Co. Jail,IN_Hendricks,4/12/20,other,1,-0.994285714,0.006097561,164,-0.414285714
IN,Hendricks,Hendricks Co. Jail,IN_Hendricks,4/12/20,white,122,0.605263158,0.743902439,164,-0.414285714
IN,Jackson,Jackson Co. Jail,IN_Jackson,3/16/20,black,14,,0.055335968,253,
IN,Jackson,Jackson Co. Jail,IN_Jackson,3/16/20,hispanic,6,,0.023715415,253,
IN,Jackson,Jackson Co. Jail,IN_Jackson,3/16/20,other,0,,0,253,
IN,Jackson,Jackson Co. Jail,IN_Jackson,3/16/20,white,233,,0.920948617,253,
IN,Jackson,Jackson Co. Jail,IN_Jackson,4/12/20,black,12,-0.142857143,0.074534161,161,-0.363636364
IN,Jackson,Jackson Co. Jail,IN_Jackson,4/12/20,hispanic,4,-0.333333333,0.02484472,161,-0.363636364
IN,Jackson,Jackson Co. Jail,IN_Jackson,4/12/20,other,0,,0,161,-0.363636364
IN,Jackson,Jackson Co. Jail,IN_Jackson,4/12/20,white,145,-0.377682403,0.900621118,161,-0.363636364
IN,Knox,Knox Co. Jail,IN_Knox,3/16/20,black,6,,0.026785714,224,
IN,Knox,Knox Co. Jail,IN_Knox,3/16/20,hispanic,2,,0.008928571,224,
IN,Knox,Knox Co. Jail,IN_Knox,3/16/20,other,135,,0.602678571,224,
IN,Knox,Knox Co. Jail,IN_Knox,3/16/20,white,81,,0.361607143,224,
IN,Knox,Knox Co. Jail,IN_Knox,4/12/20,black,14,1.333333333,0.085365854,164,-0.267857143
IN,Knox,Knox Co. Jail,IN_Knox,4/12/20,hispanic,2,0,0.012195122,164,-0.267857143
IN,Knox,Knox Co. Jail,IN_Knox,4/12/20,other,4,-0.97037037,0.024390244,164,-0.267857143
IN,Knox,Knox Co. Jail,IN_Knox,4/12/20,white,144,0.777777778,0.87804878,164,-0.267857143
IN,Perry,Perry Co. Jail,IN_Perry,3/16/20,black,3,,0.035714286,84,
IN,Perry,Perry Co. Jail,IN_Perry,3/16/20,hispanic,0,,0,84,
IN,Perry,Perry Co. Jail,IN_Perry,3/16/20,other,35,,0.416666667,84,
IN,Perry,Perry Co. Jail,IN_Perry,3/16/20,white,46,,0.547619048,84,
IN,Perry,Perry Co. Jail,IN_Perry,4/12/20,black,2,-0.333333333,0.05,40,-0.523809524
IN,Perry,Perry Co. Jail,IN_Perry,4/12/20,hispanic,1,inf,0.025,40,-0.523809524
IN,Perry,Perry Co. Jail,IN_Perry,4/12/20,other,2,-0.942857143,0.05,40,-0.523809524
IN,Perry,Perry Co. Jail,IN_Perry,4/12/20,white,35,-0.239130435,0.875,40,-0.523809524
IN,Porter,Porter Co. Jail,IN_Porter,3/16/20,black,31,,0.13362069,232,
IN,Porter,Porter Co. Jail,IN_Porter,3/16/20,hispanic,0,,0,232,
IN,Porter,Porter Co. Jail,IN_Porter,3/16/20,other,1,,0.004310345,232,
IN,Porter,Porter Co. Jail,IN_Porter,3/16/20,white,200,,0.862068966,232,
IN,Porter,Porter Co. Jail,IN_Porter,4/12/20,black,29,-0.064516129,0.162921348,178,-0.232758621
IN,Porter,Porter Co. Jail,IN_Porter,4/12/20,hispanic,0,,0,178,-0.232758621
IN,Porter,Porter Co. Jail,IN_Porter,4/12/20,other,0,-1,0,178,-0.232758621
IN,Porter,Porter Co. Jail,IN_Porter,4/12/20,white,149,-0.255,0.837078652,178,-0.232758621
IN,Washington,Washington Co. Jail,IN_Washington,3/16/20,black,1,,0.005952381,168,
IN,Washington,Washington Co. Jail,IN_Washington,3/16/20,hispanic,0,,0,168,
IN,Washington,Washington Co. Jail,IN_Washington,3/16/20,other,68,,0.404761905,168,
IN,Washington,Washington Co. Jail,IN_Washington,3/16/20,white,99,,0.589285714,168,
IN,Washington,Washington Co. Jail,IN_Washington,4/12/20,black,0,-1,0,131,-0.220238095
IN,Washington,Washington Co. Jail,IN_Washington,4/12/20,hispanic,1,inf,0.007633588,131,-0.220238095
IN,Washington,Washington Co. Jail,IN_Washington,4/12/20,other,1,-0.985294118,0.007633588,131,-0.220238095
IN,Washington,Washington Co. Jail,IN_Washington,4/12/20,white,129,0.303030303,0.984732824,131,-0.220238095
KS,Brown,Brown County Jail,KS_Brown,3/16/20,black,1,,0.066666667,15,
KS,Brown,Brown County Jail,KS_Brown,3/16/20,hispanic,0,,0,15,
KS,Brown,Brown County Jail,KS_Brown,3/16/20,other,5,,0.333333333,15,
KS,Brown,Brown County Jail,KS_Brown,3/16/20,white,9,,0.6,15,
KS,Brown,Brown County Jail,KS_Brown,4/12/20,black,0,-1,0,12,-0.2
KS,Brown,Brown County Jail,KS_Brown,4/12/20,hispanic,0,,0,12,-0.2
KS,Brown,Brown County Jail,KS_Brown,4/12/20,other,4,-0.2,0.333333333,12,-0.2
KS,Brown,Brown County Jail,KS_Brown,4/12/20,white,8,-0.111111111,0.666666667,12,-0.2
KS,Chase,Chase Co. Jail,KS_Chase,3/16/20,black,17,,0.140495868,121,
KS,Chase,Chase Co. Jail,KS_Chase,3/16/20,hispanic,71,,0.58677686,121,
KS,Chase,Chase Co. Jail,KS_Chase,3/16/20,other,7,,0.05785124,121,
KS,Chase,Chase Co. Jail,KS_Chase,3/16/20,white,26,,0.214876033,121,
KS,Chase,Chase Co. Jail,KS_Chase,4/12/20,black,13,-0.235294118,0.144444444,90,-0.256198347
KS,Chase,Chase Co. Jail,KS_Chase,4/12/20,hispanic,57,-0.197183099,0.633333333,90,-0.256198347
KS,Chase,Chase Co. Jail,KS_Chase,4/12/20,other,8,0.142857143,0.088888889,90,-0.256198347
KS,Chase,Chase Co. Jail,KS_Chase,4/12/20,white,12,-0.538461538,0.133333333,90,-0.256198347
KS,Cherokee,Cherokee Co. Jail,KS_Cherokee,3/16/20,black,15,,0.178571429,84,
KS,Cherokee,Cherokee Co. Jail,KS_Cherokee,3/16/20,hispanic,1,,0.011904762,84,
KS,Cherokee,Cherokee Co. Jail,KS_Cherokee,3/16/20,other,1,,0.011904762,84,
KS,Cherokee,Cherokee Co. Jail,KS_Cherokee,3/16/20,white,67,,0.797619048,84,
KS,Cherokee,Cherokee Co. Jail,KS_Cherokee,4/12/20,black,6,-0.6,0.1875,32,-0.619047619
KS,Cherokee,Cherokee Co. Jail,KS_Cherokee,4/12/20,hispanic,0,-1,0,32,-0.619047619
KS,Cherokee,Cherokee Co. Jail,KS_Cherokee,4/12/20,other,0,-1,0,32,-0.619047619
KS,Cherokee,Cherokee Co. Jail,KS_Cherokee,4/12/20,white,26,-0.611940299,0.8125,32,-0.619047619
KS,Crawford,Crawford Co. Jail,KS_Crawford,3/16/20,black,16,,0.188235294,85,
KS,Crawford,Crawford Co. Jail,KS_Crawford,3/16/20,hispanic,0,,0,85,
KS,Crawford,Crawford Co. Jail,KS_Crawford,3/16/20,other,0,,0,85,
KS,Crawford,Crawford Co. Jail,KS_Crawford,3/16/20,white,69,,0.811764706,85,
KS,Crawford,Crawford Co. Jail,KS_Crawford,4/12/20,black,10,-0.375,0.172413793,58,-0.317647059
KS,Crawford,Crawford Co. Jail,KS_Crawford,4/12/20,hispanic,0,,0,58,-0.317647059
KS,Crawford,Crawford Co. Jail,KS_Crawford,4/12/20,other,0,,0,58,-0.317647059
KS,Crawford,Crawford Co. Jail,KS_Crawford,4/12/20,white,48,-0.304347826,0.827586207,58,-0.317647059
KS,Dickinson,Dickinson Co. Jail,KS_Dickinson,3/16/20,black,0,,0,20,
KS,Dickinson,Dickinson Co. Jail,KS_Dickinson,3/16/20,hispanic,0,,0,20,
KS,Dickinson,Dickinson Co. Jail,KS_Dickinson,3/16/20,other,0,,0,20,
KS,Dickinson,Dickinson Co. Jail,KS_Dickinson,3/16/20,white,20,,1,20,
KS,Dickinson,Dickinson Co. Jail,KS_Dickinson,4/12/20,black,0,,0,13,-0.35
KS,Dickinson,Dickinson Co. Jail,KS_Dickinson,4/12/20,hispanic,0,,0,13,-0.35
KS,Dickinson,Dickinson Co. Jail,KS_Dickinson,4/12/20,other,1,inf,0.076923077,13,-0.35
KS,Dickinson,Dickinson Co. Jail,KS_Dickinson,4/12/20,white,12,-0.4,0.923076923,13,-0.35
KS,Doniphan,Doniphan Co. Jail,KS_Doniphan,3/16/20,black,1,,0.1,10,
KS,Doniphan,Doniphan Co. Jail,KS_Doniphan,3/16/20,hispanic,0,,0,10,
KS,Doniphan,Doniphan Co. Jail,KS_Doniphan,3/16/20,other,0,,0,10,
KS,Doniphan,Doniphan Co. Jail,KS_Doniphan,3/16/20,white,9,,0.9,10,
KS,Doniphan,Doniphan Co. Jail,KS_Doniphan,4/12/20,black,2,1,0.222222222,9,-0.1
KS,Doniphan,Doniphan Co. Jail,KS_Doniphan,4/12/20,hispanic,0,,0,9,-0.1
KS,Doniphan,Doniphan Co. Jail,KS_Doniphan,4/12/20,other,0,,0,9,-0.1
KS,Doniphan,Doniphan Co. Jail,KS_Doniphan,4/12/20,white,7,-0.222222222,0.777777778,9,-0.1
KS,Finney,Finney Co. Jail,KS_Finney,3/16/20,black,15,,0.166666667,90,
KS,Finney,Finney Co. Jail,KS_Finney,3/16/20,hispanic,0,,0,90,
KS,Finney,Finney Co. Jail,KS_Finney,3/16/20,other,2,,0.022222222,90,
KS,Finney,Finney Co. Jail,KS_Finney,3/16/20,white,73,,0.811111111,90,
KS,Finney,Finney Co. Jail,KS_Finney,4/12/20,black,11,-0.266666667,0.180327869,61,-0.322222222
KS,Finney,Finney Co. Jail,KS_Finney,4/12/20,hispanic,0,,0,61,-0.322222222
KS,Finney,Finney Co. Jail,KS_Finney,4/12/20,other,2,0,0.032786885,61,-0.322222222
KS,Finney,Finney Co. Jail,KS_Finney,4/12/20,white,48,-0.342465753,0.786885246,61,-0.322222222
KS,Geary,Geary County Detention Center,KS_Geary,3/16/20,black,45,,0.445544554,101,
KS,Geary,Geary County Detention Center,KS_Geary,3/16/20,hispanic,0,,0,101,
KS,Geary,Geary County Detention Center,KS_Geary,3/16/20,other,1,,0.00990099,101,
KS,Geary,Geary County Detention Center,KS_Geary,3/16/20,white,55,,0.544554455,101,
KS,Geary,Geary County Detention Center,KS_Geary,4/12/20,black,34,-0.244444444,0.485714286,70,-0.306930693
KS,Geary,Geary County Detention Center,KS_Geary,4/12/20,hispanic,0,,0,70,-0.306930693
KS,Geary,Geary County Detention Center,KS_Geary,4/12/20,other,0,-1,0,70,-0.306930693
